threat_id,user_id,threat_type,severity,confidence,evidence,first_observed,last_observed,related_hostname,related_alert_count,recommended_action
THR00355,EMP12892,Post-Termination Activity,Critical,High,4 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 00:00:00,2026-09-08 10:12:43,VDR-12892,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00356,EMP12895,Post-Termination Activity,Critical,High,60 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:22:00,2026-09-05 14:16:16,WS-12895,61,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00357,EMP12900,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 06:17:00,2026-08-26 09:18:21,LPT-12900,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00358,EMP12909,Post-Termination Activity,Critical,High,6 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 19:30:19,2026-09-07 17:08:54,WS-12909,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00359,EMP12919,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 23:44:11,2026-09-06 15:07:38,VDR-12919,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00360,EMP12923,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-11 22:17:52,2026-09-02 05:47:30,WS-12923,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00361,EMP12929,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 00:00:00,2026-08-15 18:59:46,WS-12929,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00362,EMP12945,Post-Termination Activity,Critical,High,8 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 17:08:13,2026-09-08 00:00:00,VDR-12945,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00365,EMP12956,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 02:49:48,2026-09-05 03:37:59,VDR-12956,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00366,EMP12990,Post-Termination Activity,Critical,High,1 IAM and 6 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 12:02:43,2026-09-06 21:31:24,LPT-12990,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00367,EMP12996,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 08:13:36,2026-08-23 10:27:33,WS-12996,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00012,EMP10102,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-02 00:00:00,2026-08-22 22:27:23,WS-10102,4,"Review post-termination telemetry, account status, and access authorization"
THR00016,EMP10129,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-03 20:45:46,2026-09-01 00:00:00,LPT-10129,4,"Review post-termination telemetry, account status, and access authorization"
THR00025,EMP10201,Post-Termination Activity,Critical,Medium,5 IAM events occurred after the recorded termination date,2026-08-04 12:03:24,2026-08-30 20:04:59,WS-10201,5,"Review post-termination telemetry, account status, and access authorization"
THR00044,EMP10349,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-21 00:00:00,2026-09-09 20:27:00,LPT-10349,4,"Review post-termination telemetry, account status, and access authorization"
THR00058,EMP10476,Post-Termination Activity,Critical,Medium,5 IAM events occurred after the recorded termination date,2026-08-01 00:00:00,2026-09-01 03:47:46,WS-10476,5,"Review post-termination telemetry, account status, and access authorization"
THR00059,EMP10491,Post-Termination Activity,Critical,Medium,7 IAM events occurred after the recorded termination date,2026-08-06 09:37:28,2026-09-03 00:00:00,VDR-10491,7,"Review post-termination telemetry, account status, and access authorization"
THR00067,EMP10537,Post-Termination Activity,Critical,Medium,5 IAM events occurred after the recorded termination date,2026-08-03 01:56:05,2026-09-09 19:34:28,LPT-10537,5,"Review post-termination telemetry, account status, and access authorization"
THR00075,EMP10607,Post-Termination Activity,Critical,Medium,3 IAM events occurred after the recorded termination date,2026-08-20 12:13:32,2026-09-03 00:00:00,LPT-10607,3,"Review post-termination telemetry, account status, and access authorization"
THR00082,EMP10647,Post-Termination Activity,Critical,Medium,1 IAM events occurred after the recorded termination date,2026-09-01 00:00:00,2026-09-01 00:00:00,VDR-10647,1,"Review post-termination telemetry, account status, and access authorization"
THR00085,EMP10659,Post-Termination Activity,Critical,Medium,1 IAM events occurred after the recorded termination date,2026-09-08 00:00:00,2026-09-08 00:00:00,VDR-10659,1,"Review post-termination telemetry, account status, and access authorization"
THR00100,EMP10782,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-08 00:00:00,2026-09-07 22:27:30,LPT-10782,4,"Review post-termination telemetry, account status, and access authorization"
THR00110,EMP10840,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-21 07:12:20,2026-09-07 21:45:56,LPT-10840,4,"Review post-termination telemetry, account status, and access authorization"
THR00114,EMP10877,Post-Termination Activity,Critical,Medium,6 IAM events occurred after the recorded termination date,2026-08-13 05:54:16,2026-09-04 19:53:50,VDR-10877,6,"Review post-termination telemetry, account status, and access authorization"
THR00126,EMP10984,Post-Termination Activity,Critical,Medium,11 IAM events occurred after the recorded termination date,2026-08-01 00:00:00,2026-09-06 21:57:18,WS-10984,11,"Review post-termination telemetry, account status, and access authorization"
THR00130,EMP10995,Post-Termination Activity,Critical,Medium,1 IAM events occurred after the recorded termination date,2026-09-08 10:34:29,2026-09-08 10:34:29,WS-10995,1,"Review post-termination telemetry, account status, and access authorization"
THR00133,EMP11014,Post-Termination Activity,Critical,Medium,6 IAM events occurred after the recorded termination date,2026-08-12 20:10:38,2026-09-09 12:16:17,VDR-11014,6,"Review post-termination telemetry, account status, and access authorization"
THR00143,EMP11093,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-01 04:16:17,2026-09-05 23:44:00,VDR-11093,4,"Review post-termination telemetry, account status, and access authorization"
THR00161,EMP11242,Post-Termination Activity,Critical,Medium,1 IAM events occurred after the recorded termination date,2026-09-03 00:42:15,2026-09-03 00:42:15,WS-11242,1,"Review post-termination telemetry, account status, and access authorization"
THR00165,EMP11281,Post-Termination Activity,Critical,Medium,2 IAM events occurred after the recorded termination date,2026-08-29 00:00:00,2026-09-09 01:40:01,LPT-11281,2,"Review post-termination telemetry, account status, and access authorization"
THR00183,EMP11398,Post-Termination Activity,Critical,Medium,7 IAM events occurred after the recorded termination date,2026-08-01 14:40:04,2026-09-05 23:38:42,LPT-11398,7,"Review post-termination telemetry, account status, and access authorization"
THR00185,EMP11403,Post-Termination Activity,Critical,Medium,3 endpoint events occurred after the recorded termination date,2026-08-20 17:59:12,2026-08-30 23:18:53,lpt-11403,3,"Review post-termination telemetry, account status, and access authorization"
THR00196,EMP11536,Post-Termination Activity,Critical,Medium,4 endpoint events occurred after the recorded termination date,2026-08-02 16:30:00,2026-09-02 08:31:00,ws-11536,4,"Review post-termination telemetry, account status, and access authorization"
THR00205,EMP11620,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-15 09:03:15,2026-09-08 00:06:51,WS-11620,4,"Review post-termination telemetry, account status, and access authorization"
THR00206,EMP11628,Post-Termination Activity,Critical,Medium,5 IAM events occurred after the recorded termination date,2026-08-04 04:14:43,2026-09-07 00:00:00,VDR-11628,5,"Review post-termination telemetry, account status, and access authorization"
THR00216,EMP11700,Post-Termination Activity,Critical,Medium,5 IAM events occurred after the recorded termination date,2026-08-01 07:07:55,2026-09-09 22:06:45,LPT-11700,5,"Review post-termination telemetry, account status, and access authorization"
THR00233,EMP11869,Post-Termination Activity,Critical,Medium,2 IAM events occurred after the recorded termination date,2026-09-02 12:06:12,2026-09-07 22:15:40,LPT-11869,2,"Review post-termination telemetry, account status, and access authorization"
THR00247,EMP11981,Post-Termination Activity,Critical,Medium,1 endpoint events occurred after the recorded termination date,2026-09-07 02:53:45,2026-09-07 02:53:45,lpt-11981,1,"Review post-termination telemetry, account status, and access authorization"
THR00248,EMP11983,Post-Termination Activity,Critical,Medium,3 IAM events occurred after the recorded termination date,2026-08-11 02:43:45,2026-09-05 20:56:09,LPT-11983,3,"Review post-termination telemetry, account status, and access authorization"
THR00254,EMP12094,Post-Termination Activity,Critical,Medium,1 endpoint events occurred after the recorded termination date,2026-08-08 00:00:00,2026-08-08 00:00:00,lpt-12094.corp.local,1,"Review post-termination telemetry, account status, and access authorization"
THR00255,EMP12115,Post-Termination Activity,Critical,Medium,9 IAM events occurred after the recorded termination date,2026-08-01 14:09:00,2026-09-07 18:49:30,WS-12115,9,"Review post-termination telemetry, account status, and access authorization"
THR00259,EMP12130,Post-Termination Activity,Critical,Medium,3 IAM events occurred after the recorded termination date,2026-08-03 11:51:09,2026-08-27 06:31:38,VDR-12130,3,"Review post-termination telemetry, account status, and access authorization"
THR00261,EMP12136,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-04 13:05:24,2026-09-09 00:46:45,WS-12136,4,"Review post-termination telemetry, account status, and access authorization"
THR00262,EMP12139,Post-Termination Activity,Critical,Medium,5 IAM events occurred after the recorded termination date,2026-08-08 00:00:00,2026-09-07 01:42:06,WS-12139,5,"Review post-termination telemetry, account status, and access authorization"
THR00282,EMP12235,Post-Termination Activity,Critical,Medium,12 IAM events occurred after the recorded termination date,2026-08-08 19:43:00,2026-09-08 15:43:00,VDR-12235,12,"Review post-termination telemetry, account status, and access authorization"
THR00287,EMP12310,Post-Termination Activity,Critical,Medium,2 endpoint events occurred after the recorded termination date,2026-08-29 19:37:45,2026-09-05 23:29:36,vdr-12310,2,"Review post-termination telemetry, account status, and access authorization"
THR00322,EMP12634,Post-Termination Activity,Critical,Medium,7 IAM events occurred after the recorded termination date,2026-08-08 00:00:00,2026-09-01 20:35:53,LPT-12634,7,"Review post-termination telemetry, account status, and access authorization"
THR00327,EMP12675,Post-Termination Activity,Critical,Medium,4 IAM events occurred after the recorded termination date,2026-08-09 15:12:53,2026-09-03 12:02:00,LPT-12675,4,"Review post-termination telemetry, account status, and access authorization"
THR00332,EMP12708,Post-Termination Activity,Critical,Medium,1 IAM events occurred after the recorded termination date,2026-08-16 00:00:00,2026-08-16 00:00:00,LPT-12708,1,"Review post-termination telemetry, account status, and access authorization"
THR00343,EMP12778,Post-Termination Activity,Critical,Medium,2 IAM events occurred after the recorded termination date,2026-08-09 20:04:00,2026-08-24 10:20:32,LPT-12778,2,"Review post-termination telemetry, account status, and access authorization"
THR00363,EMP12948,Post-Termination Activity,Critical,Medium,5 IAM events occurred after the recorded termination date,2026-08-01 14:53:00,2026-09-08 07:25:14,VDR-12948,5,"Review post-termination telemetry, account status, and access authorization"
THR00364,EMP12952,Post-Termination Activity,Critical,Medium,6 IAM events occurred after the recorded termination date,2026-08-21 00:00:00,2026-09-05 12:14:44,WS-12952,6,"Review post-termination telemetry, account status, and access authorization"
THR00408,EMP10014,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-10014) within 24 hours,2026-09-08 04:27:28,2026-09-09 00:00:00,ws-10014,2,Review the administrative command/process activity and associated account actions
THR00409,EMP10021,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (lpt-10021) within 24 hours,2026-08-23 00:00:00,2026-08-23 05:33:17,lpt-10021,2,Review the administrative command/process activity and associated account actions
THR00411,EMP10045,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10045) within 24 hours,2026-08-04 00:00:00,2026-08-04 07:20:09,ws-10045,2,Review the administrative command/process activity and associated account actions
THR00412,EMP10056,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10056) within 24 hours,2026-09-05 09:01:25,2026-09-05 17:07:15,vdr-10056,2,Review the administrative command/process activity and associated account actions
THR00413,EMP10080,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (lpt-10080) within 24 hours,2026-08-06 13:29:43,2026-08-07 00:00:00,lpt-10080,2,Review the administrative command/process activity and associated account actions
THR00414,EMP10093,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10093) within 24 hours,2026-08-27 10:48:11,2026-08-27 18:14:06,vdr-10093,2,Review the administrative command/process activity and associated account actions
THR00415,EMP10112,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-10112) within 24 hours,2026-09-05 01:31:53,2026-09-05 13:09:16,lpt-10112,2,Review the administrative command/process activity and associated account actions
THR00416,EMP10152,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (vdr-10152) within 24 hours,2026-08-28 14:02:32,2026-08-28 19:18:00,vdr-10152,2,Review the administrative command/process activity and associated account actions
THR00417,EMP10194,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (lpt-10194) within 24 hours,2026-08-28 12:22:10,2026-08-28 17:23:00,lpt-10194,2,Review the administrative command/process activity and associated account actions
THR00418,EMP10203,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (vdr-10203) within 24 hours,2026-08-29 15:49:27,2026-08-30 00:00:00,vdr-10203,2,Review the administrative command/process activity and associated account actions
THR00419,EMP10208,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10208) within 24 hours,2026-08-03 04:35:24,2026-08-03 13:52:00,vdr-10208,2,Review the administrative command/process activity and associated account actions
THR00420,EMP10211,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10211) within 24 hours,2026-09-02 00:00:00,2026-09-03 00:00:00,ws-10211,2,Review the administrative command/process activity and associated account actions
THR00421,EMP10251,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10251) within 24 hours,2026-08-01 00:55:47,2026-08-01 07:31:09,vdr-10251,2,Review the administrative command/process activity and associated account actions
THR00422,EMP10268,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10268) within 24 hours,2026-08-19 15:10:20,2026-08-19 22:08:38,ws-10268,2,Review the administrative command/process activity and associated account actions
THR00423,EMP10323,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (lpt-10323) within 24 hours,2026-08-05 21:00:26,2026-08-06 05:46:50,lpt-10323,2,Review the administrative command/process activity and associated account actions
THR00424,EMP10380,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (vdr-10380) within 24 hours,2026-08-31 11:07:12,2026-09-01 01:39:00,vdr-10380,2,Review the administrative command/process activity and associated account actions
THR00425,EMP10435,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10435) within 24 hours,2026-08-12 08:18:24,2026-08-13 07:30:52,vdr-10435,2,Review the administrative command/process activity and associated account actions
THR00426,EMP10436,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10436) within 24 hours,2026-08-29 20:43:22,2026-08-30 00:00:00,ws-10436,2,Review the administrative command/process activity and associated account actions
THR00427,EMP10438,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10438) within 24 hours,2026-08-17 00:00:00,2026-08-17 20:42:49,vdr-10438,2,Review the administrative command/process activity and associated account actions
THR00429,EMP10445,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10445) within 24 hours,2026-08-31 19:12:00,2026-09-01 19:01:43,ws-10445,2,Review the administrative command/process activity and associated account actions
THR00430,EMP10468,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-10468) within 24 hours,2026-08-01 00:34:28,2026-08-01 02:28:46,ws-10468,2,Review the administrative command/process activity and associated account actions
THR00431,EMP10512,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10512) within 24 hours,2026-08-26 11:20:40,2026-08-27 00:00:00,ws-10512,2,Review the administrative command/process activity and associated account actions
THR00432,EMP10531,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10531) within 24 hours,2026-08-07 07:11:04,2026-08-07 14:06:36,ws-10531,2,Review the administrative command/process activity and associated account actions
THR00433,EMP10544,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-10544) within 24 hours,2026-08-04 00:00:00,2026-08-04 03:15:38,ws-10544,2,Review the administrative command/process activity and associated account actions
THR00434,EMP10577,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10577) within 24 hours,2026-08-18 00:00:00,2026-08-18 23:25:08,vdr-10577,2,Review the administrative command/process activity and associated account actions
THR00435,EMP10588,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10588) within 24 hours,2026-08-02 09:32:51,2026-08-03 06:57:22,vdr-10588,2,Review the administrative command/process activity and associated account actions
THR00436,EMP10596,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-10596) within 24 hours,2026-08-02 07:13:40,2026-08-03 00:00:00,lpt-10596,2,Review the administrative command/process activity and associated account actions
THR00437,EMP10634,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-10634) within 24 hours,2026-08-22 10:07:39,2026-08-23 06:00:06,lpt-10634,2,Review the administrative command/process activity and associated account actions
THR00439,EMP10695,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10695) within 24 hours,2026-08-20 00:00:00,2026-08-20 08:03:54,ws-10695,2,Review the administrative command/process activity and associated account actions
THR00440,EMP10781,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10781) within 24 hours,2026-09-07 19:48:09,2026-09-08 08:32:00,ws-10781,2,Review the administrative command/process activity and associated account actions
THR00442,EMP10867,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-10867) within 24 hours,2026-08-12 12:40:39,2026-08-13 05:42:00,vdr-10867,2,Review the administrative command/process activity and associated account actions
THR00445,EMP10959,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10959) within 24 hours,2026-08-30 07:08:00,2026-08-31 00:00:00,ws-10959,2,Review the administrative command/process activity and associated account actions
THR00446,EMP10998,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-10998) within 24 hours,2026-08-10 13:53:51,2026-08-11 09:19:53,ws-10998,2,Review the administrative command/process activity and associated account actions
THR00447,EMP11048,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-11048) within 24 hours,2026-08-26 07:50:36,2026-08-27 01:59:45,lpt-11048,2,Review the administrative command/process activity and associated account actions
THR00448,EMP11085,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (lpt-11085) within 24 hours,2026-08-24 05:28:33,2026-08-24 07:16:03,lpt-11085,2,Review the administrative command/process activity and associated account actions
THR00449,EMP11186,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-11186) within 24 hours,2026-08-27 07:47:45,2026-08-27 09:09:00,ws-11186,2,Review the administrative command/process activity and associated account actions
THR00450,EMP11212,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-11212) within 24 hours,2026-08-19 18:20:00,2026-08-20 11:51:00,lpt-11212,2,Review the administrative command/process activity and associated account actions
THR00451,EMP11218,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11218) within 24 hours,2026-08-07 14:06:44,2026-08-07 21:28:00,ws-11218,2,Review the administrative command/process activity and associated account actions
THR00452,EMP11241,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11241) within 24 hours,2026-08-17 00:45:05,2026-08-18 00:00:00,ws-11241,2,Review the administrative command/process activity and associated account actions
THR00453,EMP11247,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (vdr-11247) within 24 hours,2026-09-07 10:56:00,2026-09-07 14:25:54,vdr-11247,2,Review the administrative command/process activity and associated account actions
THR00454,EMP11272,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-11272) within 24 hours,2026-08-30 00:00:00,2026-08-30 14:32:11,vdr-11272,2,Review the administrative command/process activity and associated account actions
THR00455,EMP11289,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11289) within 24 hours,2026-08-13 00:00:00,2026-08-13 22:09:11,ws-11289,2,Review the administrative command/process activity and associated account actions
THR00456,EMP11328,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (vdr-11328) within 24 hours,2026-08-23 23:31:00,2026-08-24 18:40:27,vdr-11328,2,Review the administrative command/process activity and associated account actions
THR00457,EMP11363,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (vdr-11363) within 24 hours,2026-09-02 14:53:00,2026-09-03 01:49:18,vdr-11363,2,Review the administrative command/process activity and associated account actions
THR00458,EMP11364,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-11364) within 24 hours,2026-08-29 23:56:57,2026-08-30 15:15:25,ws-11364,2,Review the administrative command/process activity and associated account actions
THR00459,EMP11365,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11365) within 24 hours,2026-09-05 00:00:00,2026-09-06 00:00:00,ws-11365,2,Review the administrative command/process activity and associated account actions
THR00460,EMP11427,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-11427) within 24 hours,2026-09-08 00:00:00,2026-09-09 00:00:00,lpt-11427,2,Review the administrative command/process activity and associated account actions
THR00461,EMP11445,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-11445) within 24 hours,2026-08-17 17:06:47,2026-08-18 06:22:24,vdr-11445,2,Review the administrative command/process activity and associated account actions
THR00462,EMP11469,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-11469) within 24 hours,2026-08-08 23:13:55,2026-08-09 16:52:00,ws-11469,2,Review the administrative command/process activity and associated account actions
THR00463,EMP11476,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (lpt-11476) within 24 hours,2026-08-29 22:13:48,2026-08-30 16:09:26,lpt-11476,2,Review the administrative command/process activity and associated account actions
THR00464,EMP11500,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-11500) within 24 hours,2026-08-18 20:42:22,2026-08-19 19:08:24,vdr-11500,2,Review the administrative command/process activity and associated account actions
THR00465,EMP11503,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11503) within 24 hours,2026-08-03 00:00:00,2026-08-03 23:38:12,ws-11503,2,Review the administrative command/process activity and associated account actions
THR00466,EMP11566,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (vdr-11566) within 24 hours,2026-09-02 21:51:00,2026-09-03 05:39:30,vdr-11566,2,Review the administrative command/process activity and associated account actions
THR00467,EMP11589,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-11589) within 24 hours,2026-08-20 00:00:00,2026-08-20 14:07:24,vdr-11589,2,Review the administrative command/process activity and associated account actions
THR00468,EMP11600,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (vdr-11600) within 24 hours,2026-08-03 00:00:00,2026-08-03 02:19:50,vdr-11600,2,Review the administrative command/process activity and associated account actions
THR00469,EMP11612,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-11612) within 24 hours,2026-09-01 01:26:36,2026-09-01 15:59:56,ws-11612,2,Review the administrative command/process activity and associated account actions
THR00470,EMP11615,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-11615) within 24 hours,2026-08-11 23:35:34,2026-08-12 12:50:01,lpt-11615,2,Review the administrative command/process activity and associated account actions
THR00471,EMP11630,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11630) within 24 hours,2026-08-25 17:46:00,2026-08-26 08:41:00,ws-11630,2,Review the administrative command/process activity and associated account actions
THR00474,EMP11722,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11722) within 24 hours,2026-08-02 18:38:06,2026-08-03 03:06:00,ws-11722,2,Review the administrative command/process activity and associated account actions
THR00475,EMP11744,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-11744) within 24 hours,2026-08-09 00:50:56,2026-08-09 15:03:03,lpt-11744,2,Review the administrative command/process activity and associated account actions
THR00476,EMP11763,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-11763) within 24 hours,2026-08-19 08:01:07,2026-08-19 11:02:00,lpt-11763,2,Review the administrative command/process activity and associated account actions
THR00477,EMP11817,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-11817) within 24 hours,2026-08-26 00:00:00,2026-08-26 17:04:33,vdr-11817,2,Review the administrative command/process activity and associated account actions
THR00479,EMP11921,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-11921) within 24 hours,2026-08-11 00:00:00,2026-08-11 19:53:49,vdr-11921,2,Review the administrative command/process activity and associated account actions
THR00480,EMP11937,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-11937) within 24 hours,2026-08-16 18:22:00,2026-08-16 19:19:00,lpt-11937,2,Review the administrative command/process activity and associated account actions
THR00482,EMP11974,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (ws-11974) within 24 hours,2026-08-14 13:31:30,2026-08-14 16:08:24,ws-11974,2,Review the administrative command/process activity and associated account actions
THR00483,EMP11975,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-11975) within 24 hours,2026-08-26 00:00:00,2026-08-27 00:00:00,ws-11975,2,Review the administrative command/process activity and associated account actions
