device_key,alert_count,critical_alert_count,high_alert_count,unresolved_alert_count,unresolved_critical_count,malware_or_ransomware_count,powershell_count,lateral_movement_count,credential_access_count,tampering_count,usb_count,impossible_resolution_count,inactive_user_activity_count,identity_join_review_count,associated_user_count,risk_score,risk_reasons,critical_severity_points,high_severity_points,unresolved_critical_points,malware_ransomware_points,powershell_points,lateral_movement_points,credential_access_points,tampering_points,usb_points,impossible_resolution_points,inactive_user_points,identity_review_points,risk_band,hostname,device_criticality,departments
LPT-10654,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-10654,Medium,Ops
LPT-11158,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-11158,Low,It Dept
LPT-11504,3,0,0,1,0,1,2,0,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 2 PowerShell alert(s),0,0,0,3,4,0,0,0,0,0,0,0,Medium,LPT-11504,Medium,Information Tech
LPT-11781,3,0,0,1,0,1,1,1,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,0,0,3,2,2,0,0,0,0,0,0,Medium,LPT-11781,Critical,Finance Dept
LPT-11880,3,0,1,2,0,0,1,0,0,0,2,0,0,0,1,7,1 PowerShell alert(s),0,3,0,0,2,0,0,0,2,0,0,0,Medium,LPT-11880,Medium,Mkt
LPT-12355,3,0,0,2,0,1,1,1,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,0,0,3,2,2,0,0,0,0,0,0,Medium,LPT-12355,High,Hr Dept
LPT-12448,3,0,1,2,0,0,0,1,0,0,2,0,0,0,1,7,1 lateral-movement alert(s),0,3,0,0,0,2,0,0,2,0,0,0,Medium,LPT-12448,High,Procurement Team
LPT-12534,3,0,0,3,0,1,1,1,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,0,0,3,2,2,0,0,0,0,0,0,Medium,LPT-12534,High,Hr Dept
VDR-10208,3,0,0,2,0,1,1,0,0,0,1,1,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s),0,0,0,3,2,0,0,0,1,1,0,0,Medium,VDR-10208,Low,Sales Dept
VDR-10380,3,0,0,1,0,2,0,0,0,0,1,0,0,0,1,7,2 malware/ransomware alert(s),0,0,0,6,0,0,0,0,1,0,0,0,Medium,VDR-10380,Low,Mktg
VDR-10482,3,0,1,3,0,0,0,1,0,0,1,1,0,0,1,7,1 lateral-movement alert(s),0,3,0,0,0,2,0,0,1,1,0,0,Medium,VDR-10482,High,Information Tech
VDR-10605,3,0,0,3,0,2,0,0,0,0,1,0,0,0,1,7,2 malware/ransomware alert(s),0,0,0,6,0,0,0,0,1,0,0,0,Medium,VDR-10605,Medium,Procurement Team
VDR-10723,3,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-10723,Critical,Call Center
VDR-10807,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,0,0,3,0,2,2,0,0,0,0,0,Medium,VDR-10807,High,It Support
VDR-11247,3,0,0,2,0,1,1,1,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,0,0,3,2,2,0,0,0,0,0,0,Medium,VDR-11247,Critical,Operations Dept
VDR-11266,3,0,1,2,0,0,1,1,0,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,0,2,2,0,0,0,0,0,0,Medium,VDR-11266,High,Brand Team
VDR-11378,3,0,0,2,0,1,0,2,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 2 lateral-movement alert(s),0,0,0,3,0,4,0,0,0,0,0,0,Medium,VDR-11378,Medium,Compliance
VDR-11495,3,0,0,3,0,1,1,0,1,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),0,0,0,3,2,0,2,0,0,0,0,0,Medium,VDR-11495,Low,Finance
VDR-11778,3,0,0,2,0,2,0,0,0,0,1,0,0,0,1,7,2 malware/ransomware alert(s),0,0,0,6,0,0,0,0,1,0,0,0,Medium,VDR-11778,Low,Marketing Dept
VDR-11787,3,0,1,2,0,0,2,0,0,0,0,0,0,0,1,7,2 PowerShell alert(s),0,3,0,0,4,0,0,0,0,0,0,0,Medium,VDR-11787,Low,Compliance
VDR-11912,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-11912,Medium,Hr
VDR-12079,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,0,0,3,0,2,2,0,0,0,0,0,Medium,VDR-12079,Medium,Call Center
VDR-12238,3,0,1,2,0,0,1,0,0,0,1,1,0,0,1,7,1 PowerShell alert(s),0,3,0,0,2,0,0,0,1,1,0,0,Medium,VDR-12238,Medium,Ops Team
VDR-12797,3,0,0,3,0,1,0,1,1,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,0,0,3,0,2,2,0,0,0,0,0,Medium,VDR-12797,High,Sales
VDR-12991,3,0,0,2,0,1,1,1,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,0,0,3,2,2,0,0,0,0,0,0,Medium,VDR-12991,Medium,Mkt
WS-10288,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,0,0,3,0,2,2,0,0,0,0,0,Medium,WS-10288,High,Finance Dept
WS-10385,3,0,0,2,0,1,1,0,1,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),0,0,0,3,2,0,2,0,0,0,0,0,Medium,WS-10385,Critical,Customer Support
WS-10436,3,0,1,2,0,0,1,1,0,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,0,2,2,0,0,0,0,0,0,Medium,WS-10436,High,Sales
WS-11196,3,0,0,3,0,1,0,0,2,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 2 credential-access alert(s),0,0,0,3,0,0,4,0,0,0,0,0,Medium,WS-11196,High,Ops
WS-12082,3,0,0,2,0,1,2,0,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 2 PowerShell alert(s),0,0,0,3,4,0,0,0,0,0,0,0,Medium,WS-12082,Low,Procurement Team
WS-12456,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,7,2 malware/ransomware alert(s),0,0,0,6,0,0,0,0,1,0,0,0,Medium,WS-12456,High,Procurement
WS-12468,3,0,0,1,0,1,0,2,0,0,0,0,0,0,1,7,1 malware/ransomware alert(s); 2 lateral-movement alert(s),0,0,0,3,0,4,0,0,0,0,0,0,Medium,WS-12468,Medium,It Support
LPT-10127,2,0,1,2,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,LPT-10127,High,Finance Dept
LPT-10235,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,LPT-10235,High,Innovation
LPT-10320,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-10320,High,Mktg
LPT-10366,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,7,1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,0,0,2,2,0,0,0,0,0,Medium,LPT-10366,Critical,Human Resource
LPT-10416,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-10416,Low,Fin
LPT-10663,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,LPT-10663,Medium,Sales
LPT-10842,2,0,0,2,0,1,0,1,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,0,2,Medium,LPT-10842,Low,
LPT-11010,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,0,2,2,0,0,0,0,0,0,Medium,LPT-11010,High,Mktg
LPT-11027,2,0,1,1,0,0,0,0,2,0,0,0,0,0,1,7,2 credential-access alert(s),0,3,0,0,0,0,4,0,0,0,0,0,Medium,LPT-11027,Critical,Information Tech
LPT-11030,2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,0,2,Medium,LPT-11030,High,Customer Support
LPT-11052,2,0,1,2,0,0,1,0,0,0,0,0,0,2,1,7,1 PowerShell alert(s); 2 identity review concern(s),0,3,0,0,2,0,0,0,0,0,0,2,Medium,LPT-11052,Critical,Sales Dept
LPT-11254,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-11254,Medium,Hr Dept
LPT-11311,2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,0,2,Medium,LPT-11311,Low,Sales Dept
LPT-11408,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-11408,Medium,It
LPT-11506,2,0,1,2,0,0,0,0,2,0,0,0,0,0,1,7,2 credential-access alert(s),0,3,0,0,0,0,4,0,0,0,0,0,Medium,LPT-11506,Medium,Customer Care
LPT-11546,2,0,1,2,0,0,1,1,0,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,0,2,2,0,0,0,0,0,0,Medium,LPT-11546,Medium,Innovation
LPT-11616,2,0,0,0,0,1,0,0,0,0,1,1,0,2,1,7,1 malware/ransomware alert(s); 2 identity review concern(s),0,0,0,3,0,0,0,0,1,1,0,2,Medium,LPT-11616,,Operations
LPT-11762,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-11762,Medium,Hr Dept
LPT-11764.CORP.LOCAL,2,0,1,2,0,0,0,0,1,0,0,0,0,2,1,7,1 credential-access alert(s); 2 identity review concern(s),0,3,0,0,0,0,2,0,0,0,0,2,Medium,LPT-11764.CORP.LOCAL,High,Sales Team
LPT-12088.CORP.LOCAL,2,0,0,1,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,LPT-12088.CORP.LOCAL,Low,Purch
LPT-12107,2,0,0,2,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,LPT-12107,Low,Hr
LPT-12260,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,LPT-12260,Medium,Rnd
LPT-12542,2,0,1,2,0,0,0,1,1,0,0,0,0,0,1,7,1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,0,0,2,2,0,0,0,0,0,Medium,LPT-12542,Low,Business Sales
LPT-12622,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,LPT-12622,,Sales Dept
LPT-12697,2,0,0,2,0,0,0,0,0,0,1,0,2,0,1,7,2 inactive-user event(s),0,0,0,0,0,0,0,0,1,0,6,0,Medium,LPT-12697,Low,Finance
LPT-12782,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,7,1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,0,0,2,2,0,0,0,0,0,Medium,LPT-12782,Low,Purch
LPT-12969,2,0,0,2,0,1,0,1,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,0,2,Medium,LPT-12969,High,Mktg
LPT-12995,2,0,1,2,0,0,0,1,0,0,0,2,0,0,1,7,1 lateral-movement alert(s),0,3,0,0,0,2,0,0,0,2,0,0,Medium,LPT-12995,Critical,Procurement Team
MISSING_HOST::EMP10016,2,0,0,2,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,,Low,Finance Dept
MISSING_HOST::EMP11658,2,0,0,2,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,,Low,It Support
MISSING_HOST::EMP12149,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,,Critical,Legal
MISSING_HOST::EMP12421,2,0,0,2,0,1,0,1,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,0,2,Medium,,Medium,Finance
VDR-10020,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-10020,Low,Hr
VDR-10077,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,7,1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,0,0,2,2,0,0,0,0,0,Medium,VDR-10077,Medium,Purch
VDR-10093,2,0,0,2,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,VDR-10093,,Procurement Team
VDR-10315,2,0,1,1,0,0,0,1,0,0,1,1,0,0,1,7,1 lateral-movement alert(s),0,3,0,0,0,2,0,0,1,1,0,0,Medium,VDR-10315,Critical,Hr Dept
VDR-10386,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,7,volume/low-severity activity only,0,6,0,0,0,0,0,0,1,0,0,0,Medium,VDR-10386,Low,Finance
VDR-10519,2,0,1,2,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,VDR-10519,Medium,Business Sales
VDR-10667.CORP.LOCAL,2,0,0,2,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,VDR-10667.CORP.LOCAL,,It Dept
VDR-10765,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,7,1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,0,0,2,2,0,0,0,0,0,Medium,VDR-10765,Medium,Accounts
VDR-10801,2,0,0,2,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,VDR-10801,High,Cs
VDR-10816,2,0,1,2,0,0,0,0,0,0,2,0,0,2,1,7,2 identity review concern(s),0,3,0,0,0,0,0,0,2,0,0,2,Medium,VDR-10816,High,Supply Chain
VDR-10835,2,0,1,1,0,0,0,1,0,0,0,0,0,2,1,7,1 lateral-movement alert(s); 2 identity review concern(s),0,3,0,0,0,2,0,0,0,0,0,2,Medium,VDR-10835,Medium,Legal
VDR-10900,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,VDR-10900,Low,
VDR-11038,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-11038,Medium,Business Sales
VDR-11206,2,0,0,2,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,VDR-11206,Critical,Legal
VDR-11217,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-11217,High,Ops Team
VDR-11272.CORP.LOCAL,2,0,0,2,0,1,0,1,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,0,2,Medium,VDR-11272.CORP.LOCAL,High,Ops Team
VDR-11327,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,VDR-11327,Critical,Hr Dept
VDR-11594,2,0,1,2,0,0,1,1,0,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,0,2,2,0,0,0,0,0,0,Medium,VDR-11594,Low,Customer Support
VDR-11697,2,0,1,1,0,0,0,2,0,0,0,0,0,0,1,7,2 lateral-movement alert(s),0,3,0,0,0,4,0,0,0,0,0,0,Medium,VDR-11697,Low,Sales Team
VDR-11821,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-11821,High,Mkt
VDR-11901,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,VDR-11901,Low,Rd
VDR-11963,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,7,2 PowerShell alert(s),0,3,0,0,4,0,0,0,0,0,0,0,Medium,VDR-11963,Medium,Sales
VDR-11982,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,7,2 lateral-movement alert(s),0,3,0,0,0,4,0,0,0,0,0,0,Medium,VDR-11982,High,Human Resources
VDR-12163,2,0,0,1,0,2,0,0,0,0,0,1,0,0,1,7,2 malware/ransomware alert(s),0,0,0,6,0,0,0,0,0,1,0,0,Medium,VDR-12163,High,Fin
VDR-12332,2,0,1,2,0,0,1,0,0,0,0,0,0,2,1,7,1 PowerShell alert(s); 2 identity review concern(s),0,3,0,0,2,0,0,0,0,0,0,2,Medium,VDR-12332,Low,
VDR-12335,2,0,0,2,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,VDR-12335,High,Finance Dept
VDR-12436,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,VDR-12436,Low,Information Tech
VDR-12483,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,VDR-12483,Critical,Sales Team
VDR-12770,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-12770,Medium,Finance
VDR-12776,2,0,0,2,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,VDR-12776,Medium,
VDR-12882,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,7,2 PowerShell alert(s),0,3,0,0,4,0,0,0,0,0,0,0,Medium,VDR-12882,High,Legal
VDR-12980,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,VDR-12980,Critical,Innovation
WS-10225,2,0,0,1,0,0,0,0,0,0,1,0,2,0,1,7,2 inactive-user event(s),0,0,0,0,0,0,0,0,1,0,6,0,Medium,WS-10225,Critical,Call Center
WS-10236,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,WS-10236,Critical,Rd
WS-10422,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-10422,Low,Brand Team
WS-10430,2,0,1,2,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,WS-10430,High,Compliance
WS-10629,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,0,1,0,0,Medium,WS-10629,High,Operations Dept
WS-10737,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-10737,Low,Human Resource
WS-11069.CORP.LOCAL,2,0,1,0,0,0,0,1,0,0,0,0,0,2,1,7,1 lateral-movement alert(s); 2 identity review concern(s),0,3,0,0,0,2,0,0,0,0,0,2,Medium,WS-11069.CORP.LOCAL,Medium,Procurement Team
WS-11084,2,0,0,2,0,2,0,0,0,0,0,1,0,0,1,7,2 malware/ransomware alert(s),0,0,0,6,0,0,0,0,0,1,0,0,Medium,WS-11084,Low,Innovation
WS-11098,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,WS-11098,Medium,Hr Dept
WS-11126,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,7,2 lateral-movement alert(s),0,3,0,0,0,4,0,0,0,0,0,0,Medium,WS-11126,High,Finance
WS-11358,2,0,1,2,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,WS-11358,High,It
WS-11463,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,7,2 malware/ransomware alert(s),0,0,0,6,0,0,0,0,0,1,0,0,Medium,WS-11463,Critical,It Support
WS-11517.CORP.LOCAL,2,0,0,1,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,WS-11517.CORP.LOCAL,Critical,Hr
WS-11520,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,0,2,2,0,0,0,0,0,0,Medium,WS-11520,Low,Marketing Dept
WS-11540.CORP.LOCAL,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,WS-11540.CORP.LOCAL,Medium,Information Technology
WS-11677,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-11677,High,People Team
WS-11696,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-11696,Low,Sales Team
WS-11860,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-11860,Medium,Sales Team
WS-12037,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-12037,Medium,Rnd
WS-12371,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-12371,Critical,Customer Care
WS-12413,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,0,0,3,2,0,0,0,0,0,0,2,Medium,WS-12413,Medium,Marketing Dept
WS-12472,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,7,1 malware/ransomware alert(s),0,3,0,3,0,0,0,0,1,0,0,0,Medium,WS-12472,Critical,Customer Support
WS-12482,2,0,0,2,0,1,0,1,0,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,0,2,Medium,WS-12482,Critical,
WS-12546,2,0,0,1,0,1,0,0,1,0,0,0,0,2,1,7,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,2,0,0,0,0,2,Medium,WS-12546,Medium,
WS-12793,2,0,1,2,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,WS-12793,Low,Purch
WS-12868,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,7,2 lateral-movement alert(s),0,3,0,0,0,4,0,0,0,0,0,0,Medium,WS-12868,Critical,Purch
WS-12987,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7,1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,0,2,0,2,0,0,0,0,0,Medium,WS-12987,Low,It
LPT-10382.CORP.LOCAL,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,7,1 malware/ransomware alert(s); 1 inactive-user event(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,3,1,Medium,LPT-10382.CORP.LOCAL,Critical,Ops
LPT-10496,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1 critical alert(s); 1 lateral-movement alert(s),5,0,0,0,0,2,0,0,0,0,0,0,Medium,LPT-10496,Medium,Mkt
LPT-10851.CORP.LOCAL,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,7,1 malware/ransomware alert(s); 1 identity review concern(s),0,3,0,3,0,0,0,0,0,0,0,1,Medium,LPT-10851.CORP.LOCAL,,Brand Team
LPT-11070,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,7,1 inactive-user event(s),0,3,0,0,0,0,0,0,1,0,3,0,Medium,LPT-11070,Critical,Legal
