log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_join_key,src_ip_valid,dst_ip_valid,src_port_status,dst_port_status,bytes_sent_status,bytes_received_status
FW000008750,2026-08-25 06:38:20,vdr-11421,192.168.2.60,162.102.131.6,25,8443,TCP,DENY,,23168831,,False,BLOCK_TOR_EXIT,UNKNOWN,vdr-11421,True,True,valid,valid,invalid,valid
FW000000746,2026-09-08 08:25:25,ws-10450,,220.90.253.20,,,TCP,DENY,48603034,26055668,SID118617,False,,,ws-10450,False,True,missing,invalid,valid,valid
FW000004084,2026-08-22 00:00:00,vdr-12618,,172.16.215.214,25,1433,TCP,ALLOW,1577673,42103962,SID794384,False,ALLOW_INTERNAL_DNS,IN,vdr-12618,,True,valid,valid,valid,valid
FW000002878,2026-09-05 00:00:00,lpt-12407,,186.138.148.191,8443,135,UDP,ALLOW,,25626429,SID634847,False,ALLOW_OFFICE_APPS,US,lpt-12407,,True,valid,valid,missing,valid
FW000023232,2026-08-09 01:15:49,ws-10178,,,,445,TCP,ALLOW,31380641,30474237,SID703237,False,UNKNOWN,CN,ws-10178,False,False,missing,valid,valid,valid
FW000009934,2026-08-22 13:29:56,vdr-11166,33.119.232.217,209.207.209.39,3389,,TCP,ALLOW,21582205,48472916,SID813094,False,MONITOR_DB_ACCESS,,vdr-11166,True,True,valid,missing,valid,valid
FW000024889,2026-08-28 22:48:54,vdr-10673,,123.39.36.195,8080,8080,TCP,ALLOW,29610961,37926994,SID786263,False,DENY_TELNET,RU,vdr-10673,False,True,valid,valid,valid,valid
FW000002652,2026-09-07 22:43:50,vdr-12590,172.16.233.193,196.68.158.25,443,,TCP,DENY,35427853,17475644,SID321859,False,ALLOW_INTERNAL_DNS,US,vdr-12590,True,True,valid,missing,valid,valid
FW000026688,,vdr-12130,172.16.242.192,,53,53,TCP,DENY,,36532018,SID132503,False,DENY_TELNET,,vdr-12130,True,False,valid,valid,missing,valid
FW000026560,2026-09-03 20:11:00,vdr-12934,216.66.74.46,,53,,UDP,DENY,21533650,,SID823188,False,MONITOR_DB_ACCESS,IN,vdr-12934,True,False,valid,invalid,valid,missing
FW000018206,2026-08-04 21:51:07,vdr-11493,10.71.28.0,172.16.221.82,80,3306,TCP,ALLOW,21547451,16766730,SID114688,False,,IN,vdr-11493,True,True,valid,valid,valid,valid
FW000028504,2026-09-07 11:54:00,ws-11287,,,,,TCP,ALLOW,42698288,48339886,,False,UNKNOWN,CN,ws-11287,,False,invalid,missing,valid,valid
FW000027620,2026-08-24 05:30:35,vdr-10140,,192.168.229.202,22,,TCP,ALLOW,22554870,,SID527549,True,DENY_TELNET,US,vdr-10140,False,True,valid,invalid,valid,invalid
FW000007147,2026-08-03 21:58:05,lpt-12659,,,80,8443,TCP,DENY,,28074598,SID205363,False,,US,lpt-12659,False,False,valid,valid,missing,valid
FW000000958,2026-08-15 12:31:01,ws-12791,,,445,1433,UDP,ALLOW,33870669,28232597,SID492142,False,ALLOW_INTERNAL_DNS,RU,ws-12791,False,,valid,valid,valid,valid
FW000002111,2026-08-21 09:56:59,ws-11395.corp.local,,,22,135,UDP,ALLOW,22354818,13651447,SID387481,False,,,ws-11395,False,False,valid,valid,valid,valid
FW000023952,2026-09-06 05:06:21,,,,8080,,TCP,ALLOW,33798952,14102785,SID509467,False,DENY_TELNET,,,,False,valid,invalid,valid,valid
FW000005109,2026-08-22 21:47:54,lpt-10062,172.16.13.111,198.160.90.2,8080,3306,TCP,ALLOW,75313,6291011,SID365549,False,ALLOW_OFFICE_APPS,US,lpt-10062,True,True,valid,valid,valid,valid
FW000024745,2026-09-05 00:00:00,lpt-11319,172.16.2.135,192.168.16.80,53,3306,TCP,ALLOW,5545819,29629870,SID579396,False,UNKNOWN,US,lpt-11319,True,True,valid,valid,valid,valid
FW000007632,,lpt-12813,,,,8443,TCP,ALLOW,47579381,33120559,SID524255,False,DENY_TELNET,IN,lpt-12813,False,,invalid,valid,valid,valid
FW000029917,2026-08-10 16:43:10,ws-10812,102.95.235.72,100.234.109.233,3389,3306,ICMP,ALLOW,17654925,591662,SID340678,False,ALLOW_WEB,,ws-10812,True,True,valid,valid,valid,valid
FW000027797,2026-08-31 05:28:58,lpt-12858,,,443,,OTHER,ALLOW,48094904,11973611,SID408695,False,,,lpt-12858,,False,valid,missing,valid,valid
FW000029419,2026-08-09 15:18:00,vdr-11532,51.46.171.47,,8080,443,TCP,DENY,5531147,1784816,SID342223,False,DENY_TELNET,CN,vdr-11532,True,False,valid,valid,valid,valid
FW000026209,2026-08-04 19:32:15,lpt-10920,172.16.46.241,138.1.231.209,,1433,TCP,ALLOW,34603517,22910720,SID388722,False,MONITOR_DB_ACCESS,,lpt-10920,True,True,missing,valid,valid,valid
FW000020443,2026-08-27 00:00:00,ws-10617,172.16.110.104,172.16.55.50,,135,UDP,ALLOW,20216545,41722470,SID294398,False,DENY_TELNET,CN,ws-10617,True,True,missing,valid,valid,valid
FW000013536,2026-08-21 11:26:18,vdr-10622,192.168.226.241,,3389,8080,TCP,ALLOW,35356891,4528710,SID942919,False,MONITOR_DB_ACCESS,RU,vdr-10622,True,False,valid,valid,valid,valid
FW000010961,2026-09-03 03:11:35,ws-12930,,192.168.45.241,443,,TCP,ALLOW,16512194,43079383,SID152380,False,MONITOR_DB_ACCESS,IN,ws-12930,False,True,valid,missing,valid,valid
FW000022598,2026-08-13 03:31:49,lpt-12769,,192.168.143.162,445,8443,TCP,ALLOW,,31800197,SID983571,False,BLOCK_EXTERNAL_RDP,US,lpt-12769,False,True,valid,valid,missing,valid
FW000008848,2026-08-28 00:00:00,vdr-11144,213.30.235.173,,25,3306,TCP,ALLOW,17450029,1462473,SID873797,False,BLOCK_EXTERNAL_RDP,IN,vdr-11144,True,False,valid,valid,valid,valid
FW000012912,,vdr-12218,,192.168.220.94,22,3389,TCP,ALLOW,17595417,26444956,SID729069,False,UNKNOWN,US,vdr-12218,False,True,valid,valid,valid,valid
FW000027687,2026-08-21 12:30:44,lpt-11465,192.168.20.173,43.236.222.110,445,3389,TCP,ALLOW,24719278,32155714,SID721673,False,,IN,lpt-11465,True,True,valid,valid,valid,valid
FW000025535,,ws-10531,,,8080,,TCP,ALLOW,,19219867,SID457261,False,ALLOW_INTERNAL_DNS,RU,ws-10531,False,False,valid,missing,missing,valid
FW000022460,2026-09-04 17:05:39,vdr-11966.corp.local,,,3389,135,TCP,ALLOW,48502583,1258291,SID908011,False,BLOCK_TOR_EXIT,US,vdr-11966,False,False,valid,valid,valid,valid
FW000028751,2026-08-02 07:01:00,vdr-10086,,,135,445,TCP,ALLOW,3551643,39621574,SID610793,False,ALLOW_OFFICE_APPS,RU,vdr-10086,False,False,valid,valid,valid,valid
FW000017854,2026-08-25 22:14:10,ws-12535,,214.192.186.71,,135,TCP,ALLOW,16749213,,SID828453,False,ALLOW_WEB,IN,ws-12535,False,True,missing,valid,valid,invalid
FW000010392,2026-09-05 15:12:20,lpt-10459,,192.168.1.183,80,135,TCP,ALLOW,16071896,,SID604835,False,ALLOW_WEB,RU,lpt-10459,False,True,valid,valid,valid,invalid
FW000019345,2026-08-04 00:00:00,ws-12176,,,8443,445,TCP,ALLOW,,26326385,SID486699,False,ALLOW_OFFICE_APPS,IN,ws-12176,False,False,valid,valid,missing,valid
FW000004641,,ws-12515,,,3389,22,TCP,ALLOW,762880,31546168,SID617973,False,BLOCK_TOR_EXIT,US,ws-12515,,False,valid,valid,valid,valid
FW000002400,2026-08-01 11:50:23,ws-12901,,,80,3389,TCP,ALLOW,46942147,32646380,SID135447,False,BLOCK_TOR_EXIT,IN,ws-12901,False,False,valid,valid,valid,valid
FW000007311,2026-08-19 11:12:47,lpt-10567.corp.local,158.64.18.246,172.16.207.230,,3389,TCP,ALLOW,,35695724,SID823452,False,ALLOW_INTERNAL_DNS,US,lpt-10567,True,True,missing,valid,missing,valid
FW000017277,2026-08-13 00:00:00,,,172.16.37.85,445,8443,TCP,ALLOW,3808316,10244588,SID409477,True,UNKNOWN,CN,,False,True,valid,valid,valid,valid
FW000026608,2026-08-26 15:19:59,ws-12631.corp.local,,172.16.54.86,,25,UDP,ALLOW,3055913,,SID405530,False,MONITOR_DB_ACCESS,IN,ws-12631,False,True,invalid,valid,valid,missing
FW000012001,2026-08-25 15:57:03,lpt-10217,,192.168.125.93,135,,TCP,ALLOW,8019471,15490202,,False,ALLOW_OFFICE_APPS,CN,lpt-10217,False,True,valid,missing,valid,valid
FW000014025,2026-08-01 03:45:08,lpt-12457,214.123.192.169,192.168.204.210,,,ICMP,ALLOW,21738471,44111268,SID139647,False,MONITOR_DB_ACCESS,RU,lpt-12457,True,True,invalid,missing,valid,valid
FW000025393,2026-08-18 15:33:13,vdr-12159,,,135,25,TCP,ALLOW,18646822,21859678,SID386725,False,ALLOW_OFFICE_APPS,,vdr-12159,False,False,valid,valid,valid,valid
FW000009598,,ws-10417,,47.193.37.206,443,8443,TCP,ALLOW,,,SID288441,True,ALLOW_WEB,CN,ws-10417,False,True,valid,valid,missing,invalid
FW000025362,2026-08-11 00:00:00,ws-10091,172.16.178.43,,135,445,TCP,DENY,,39308585,SID837429,False,ALLOW_INTERNAL_DNS,RU,ws-10091,True,False,valid,valid,invalid,valid
FW000002626,2026-08-04 00:00:00,ws-11296,,192.168.28.57,,,TCP,ALLOW,29489611,23554138,SID915453,False,ALLOW_INTERNAL_DNS,CN,ws-11296,False,True,invalid,missing,valid,valid
FW000023882,2026-08-15 08:58:38,,52.163.66.222,172.16.146.62,80,3389,TCP,ALLOW,,14830958,,False,BLOCK_EXTERNAL_RDP,RU,,True,True,valid,valid,missing,valid
FW000011341,2026-08-27 02:43:44,ws-10704,192.168.60.248,,,3389,UDP,ALLOW,49286534,38825895,SID686956,False,ALLOW_INTERNAL_DNS,RU,ws-10704,True,False,invalid,valid,valid,valid
FW000019533,,ws-12447,,141.127.161.99,3306,,TCP,ALLOW,37245870,506189,SID199403,False,,CN,ws-12447,False,True,valid,missing,valid,valid
FW000003347,2026-09-02 19:50:00,lpt-12000,172.16.37.245,172.16.106.148,,,TCP,ALLOW,46604905,13626668,SID436713,False,MONITOR_DB_ACCESS,CN,lpt-12000,True,True,missing,invalid,valid,valid
FW000019258,2026-08-14 00:00:00,ws-11654,,172.16.110.89,443,445,ICMP,DENY,13348428,,SID876766,False,UNKNOWN,US,ws-11654,,True,valid,valid,valid,missing
FW000015836,2026-08-07 21:21:55,ws-11067,,,1433,1433,TCP,ALLOW,39636173,,,False,ALLOW_INTERNAL_DNS,,ws-11067,False,False,valid,valid,valid,missing
FW000028991,2026-08-01 01:36:01,vdr-11247,,,22,3389,TCP,DENY,43019393,13516145,SID989186,False,,IN,vdr-11247,False,False,valid,valid,valid,valid
FW000008298,2026-08-15 01:34:27,ws-10195,,199.132.195.167,53,0,TCP,ALLOW,12410988,41267213,,False,UNKNOWN,IN,ws-10195,False,True,valid,valid,valid,valid
FW000008960,2026-09-07 08:14:00,lpt-11662,181.137.29.252,192.168.156.122,,135,UDP,DENY,,14741945,SID396692,False,,CN,lpt-11662,True,True,invalid,valid,missing,valid
FW000016461,2026-08-22 10:15:00,vdr-10497,192.168.226.233,,445,,TCP,DENY,13371331,39007784,SID330071,False,ALLOW_WEB,RU,vdr-10497,True,False,valid,invalid,valid,valid
FW000023674,2026-09-05 11:20:31,vdr-10295,,32.64.15.40,3306,8443,TCP,ALLOW,4517839,25176294,SID454836,False,DENY_TELNET,,vdr-10295,False,True,valid,valid,valid,valid
FW000006652,,lpt-12275.corp.local,56.162.249.24,114.251.121.178,22,445,TCP,DENY,1568288,,SID831551,True,UNKNOWN,IN,lpt-12275,True,True,valid,valid,valid,invalid
FW000004948,,vdr-11980,,,445,1433,TCP,ALLOW,7131092,34830226,SID842835,True,DENY_TELNET,US,vdr-11980,False,False,valid,valid,valid,valid
FW000022350,2026-08-17 00:00:00,vdr-10040,,,80,,TCP,DENY,49927372,,SID904705,False,BLOCK_EXTERNAL_RDP,UNKNOWN,vdr-10040,False,False,valid,invalid,valid,missing
FW000010453,2026-08-10 07:21:46,vdr-11195,,131.42.170.118,,1433,TCP,ALLOW,9676985,43504172,SID267328,False,BLOCK_TOR_EXIT,CN,vdr-11195,False,True,missing,valid,valid,valid
FW000016219,2026-09-03 19:19:16,ws-12037,,188.232.207.31,53,1433,UDP,ALLOW,,,SID105161,False,ALLOW_OFFICE_APPS,US,ws-12037,False,True,valid,valid,missing,invalid
FW000009968,2026-08-28 21:37:31,vdr-12875.corp.local,,192.168.171.202,0,,TCP,ALLOW,32156498,43630295,SID311546,False,DENY_TELNET,UNKNOWN,vdr-12875,False,True,valid,missing,valid,valid
FW000025909,2026-08-02 02:09:38,vdr-11636,,203.52.38.117,,8443,UDP,ALLOW,32054968,33498579,SID103878,False,,IN,vdr-11636,False,True,missing,valid,valid,valid
FW000023250,2026-09-05 00:00:00,vdr-12437,172.16.128.7,91.94.255.32,,1433,TCP,DENY,22458991,4128380,SID293714,False,,RU,vdr-12437,True,True,missing,valid,valid,valid
FW000000094,2026-08-17 18:07:00,vdr-12247,192.168.200.187,192.168.78.208,22,1433,TCP,ALLOW,,7608080,SID895785,False,BLOCK_EXTERNAL_RDP,US,vdr-12247,True,True,valid,valid,missing,valid
FW000017254,2026-08-10 09:09:31,vdr-11634,192.168.189.209,,,,UDP,ALLOW,35458954,22544384,,False,DENY_TELNET,IN,vdr-11634,True,False,invalid,missing,valid,valid
FW000007172,2026-08-05 05:57:18,ws-12724,77.248.7.229,10.89.87.0,8443,443,TCP,ALLOW,29812111,,SID512729,False,ALLOW_INTERNAL_DNS,US,ws-12724,True,True,valid,valid,valid,missing
FW000006792,2026-08-13 23:16:48,vdr-10759,,,,,TCP,ALLOW,48070185,18745302,SID644446,False,DENY_TELNET,IN,vdr-10759,False,False,invalid,invalid,valid,valid
FW000009140,2026-09-09 04:28:00,vdr-12042,,,8443,,TCP,ALLOW,13916037,,SID204683,False,BLOCK_EXTERNAL_RDP,,vdr-12042,,False,valid,missing,valid,invalid
FW000018723,2026-08-27 03:02:14,lpt-10750,192.168.107.5,192.168.142.203,,,TCP,ALLOW,17827102,44471586,SID666715,False,UNKNOWN,US,lpt-10750,True,True,invalid,invalid,valid,valid
FW000020738,,lpt-12085,192.168.143.170,,53,8080,TCP,ALLOW,,10352255,SID867775,False,BLOCK_TOR_EXIT,,lpt-12085,True,False,valid,valid,missing,valid
FW000025218,2026-08-10 20:32:42,ws-11454,,192.168.60.210,25,,UDP,ALLOW,29791251,47053864,SID470662,False,BLOCK_TOR_EXIT,IN,ws-11454,False,True,valid,invalid,valid,valid
FW000007845,2026-08-12 03:38:00,lpt-12805,,50.125.166.242,443,3389,UDP,ALLOW,31917814,22433245,,False,ALLOW_OFFICE_APPS,IN,lpt-12805,False,True,valid,valid,valid,valid
FW000016332,2026-08-09 01:00:23,ws-12139,,186.194.29.49,8443,,TCP,ALLOW,20906021,33854574,SID748765,False,DENY_TELNET,RU,ws-12139,False,True,valid,missing,valid,valid
FW000022135,2026-08-10 03:50:00,vdr-11240,,,135,135,TCP,ALLOW,,2041620,SID520141,False,UNKNOWN,,vdr-11240,False,,valid,valid,missing,valid
FW000001886,2026-08-18 22:00:01,ws-11228,192.168.190.59,192.168.122.211,53,25,UDP,DENY,11492393,19658611,,False,,,ws-11228,True,True,valid,valid,valid,valid
FW000026749,2026-08-08 17:39:53,vdr-12270,140.67.71.151,,445,,TCP,ALLOW,,,SID223263,True,ALLOW_WEB,,vdr-12270,True,False,valid,missing,missing,missing
FW000022835,2026-09-05 20:36:00,lpt-12355.corp.local,62.2.28.88,217.47.98.59,445,80,UDP,DENY,10514885,20955218,SID444501,True,,RU,lpt-12355,True,True,valid,valid,valid,valid
FW000012787,2026-08-14 00:00:00,vdr-10848,118.200.250.58,113.87.26.206,3389,3306,UDP,ALLOW,44626034,30717752,,False,,CN,vdr-10848,True,True,valid,valid,valid,valid
FW000005774,,lpt-12258,192.168.107.132,,445,3389,TCP,ALLOW,34163149,41015662,,False,BLOCK_EXTERNAL_RDP,IN,lpt-12258,True,False,valid,valid,valid,valid
FW000020001,2026-08-27 21:47:33,ws-12442,,,,22,TCP,ALLOW,48044938,30571612,SID587693,False,MONITOR_DB_ACCESS,IN,ws-12442,False,False,invalid,valid,valid,valid
FW000008191,2026-08-13 00:00:00,ws-12037,,192.168.90.17,,,TCP,ALLOW,18612829,23912298,SID794297,False,DENY_TELNET,,ws-12037,False,True,missing,missing,valid,valid
FW000025464,2026-08-25 07:23:18,vdr-11307,,192.168.84.91,25,3389,TCP,ALLOW,26808596,21774551,SID621371,False,ALLOW_OFFICE_APPS,,vdr-11307,False,True,valid,valid,valid,valid
FW000000003,2026-08-31 10:09:55,,172.16.178.69,192.168.248.52,53,,UDP,ALLOW,6134170,8936243,SID201805,False,DENY_TELNET,UNKNOWN,,True,True,valid,invalid,valid,valid
FW000016092,2026-09-06 10:32:41,vdr-11402,32.84.117.102,172.16.48.49,53,22,TCP,ALLOW,38133740,20667433,SID517654,False,BLOCK_EXTERNAL_RDP,,vdr-11402,True,True,valid,valid,valid,valid
FW000002760,2026-08-14 00:00:00,lpt-10065,192.168.191.140,,3389,,TCP,DENY,20906337,,SID938645,False,ALLOW_WEB,UNKNOWN,lpt-10065,True,False,valid,missing,valid,invalid
FW000022124,2026-08-26 00:00:00,vdr-10535,192.168.31.34,,25,25,TCP,ALLOW,43082322,24238632,,False,BLOCK_EXTERNAL_RDP,,vdr-10535,True,False,valid,valid,valid,valid
FW000020340,2026-08-05 10:07:51,lpt-10981,,172.16.217.45,8080,3389,TCP,ALLOW,13767561,37314031,SID153032,True,UNKNOWN,RU,lpt-10981,False,True,valid,valid,valid,valid
FW000012223,2026-08-18 10:42:45,lpt-12134,172.16.91.135,,3389,135,TCP,ALLOW,23241677,486269,SID538222,False,,,lpt-12134,True,False,valid,valid,valid,valid
FW000009426,2026-08-10 04:21:49,ws-10301,,,,80,TCP,ALLOW,7688072,,SID373735,False,ALLOW_OFFICE_APPS,,ws-10301,False,False,invalid,valid,valid,missing
FW000028138,2026-09-07 16:52:00,vdr-12153,,24.85.233.214,,53,TCP,DENY,8361966,15507374,SID843579,True,ALLOW_OFFICE_APPS,RU,vdr-12153,False,True,missing,valid,valid,valid
FW000007850,,vdr-10793,52.65.79.207,192.168.230.112,25,22,TCP,ALLOW,14103347,,SID557820,False,ALLOW_INTERNAL_DNS,IN,vdr-10793,True,True,valid,valid,valid,missing
FW000003176,2026-08-29 18:14:28,vdr-10805,192.168.74.233,,25,22,TCP,ALLOW,47927098,144489,SID281528,True,DENY_TELNET,IN,vdr-10805,True,False,valid,valid,valid,valid
FW000024717,2026-08-25 05:50:11,,192.168.65.95,,22,,UDP,DENY,32222441,36319855,SID401967,False,BLOCK_TOR_EXIT,IN,,True,False,valid,invalid,valid,valid
FW000015670,,ws-12255,,45.146.216.38,3389,8080,TCP,DENY,,,SID310705,False,,,ws-12255,False,True,valid,valid,missing,missing
FW000016305,2026-08-21 13:49:35,ws-10338,172.16.88.135,10.7.158.0,443,8080,UDP,DENY,25648751,25027902,SID489067,False,MONITOR_DB_ACCESS,CN,ws-10338,True,True,valid,valid,valid,valid
FW000002466,2026-08-27 09:37:54,ws-10408,,112.207.37.12,22,8080,UDP,DENY,47138076,25071452,SID887325,False,,IN,ws-10408,,True,valid,valid,valid,valid
FW000025500,2026-09-02 05:07:51,vdr-12353,,,,22,UDP,ALLOW,14987508,41848862,SID899159,False,ALLOW_WEB,RU,vdr-12353,False,False,invalid,valid,valid,valid
FW000014275,2026-08-30 17:28:22,vdr-11236.corp.local,,192.168.33.114,80,3389,TCP,ALLOW,,34535259,SID886668,False,BLOCK_EXTERNAL_RDP,IN,vdr-11236,False,True,valid,valid,missing,valid
FW000027949,,ws-10908,,35.199.41.162,8443,,UDP,DENY,17850413,39271126,SID703457,False,BLOCK_EXTERNAL_RDP,IN,ws-10908,False,True,valid,invalid,valid,valid
FW000015613,2026-09-08 00:18:24,lpt-10054,87.59.27.153,,,443,TCP,ALLOW,13252428,19354440,SID911458,False,ALLOW_INTERNAL_DNS,IN,lpt-10054,True,False,missing,valid,valid,valid
FW000021583,2026-08-01 23:31:00,lpt-10939,215.248.35.191,138.162.35.51,3389,80,TCP,DENY,45612334,36866981,SID932594,False,,RU,lpt-10939,True,True,valid,valid,valid,valid
FW000002512,2026-08-30 06:46:37,ws-10928,201.28.229.77,,135,0,TCP,DENY,,36457557,SID876200,False,,,ws-10928,True,False,valid,valid,missing,valid
FW000015249,2026-09-05 20:25:00,vdr-12151,,,3306,,ICMP,ALLOW,,5714739,SID338702,False,ALLOW_OFFICE_APPS,IN,vdr-12151,,False,valid,invalid,missing,valid
FW000024504,,vdr-11188,192.168.134.220,124.245.101.86,,1433,TCP,ALLOW,31323517,15612728,SID757744,False,MONITOR_DB_ACCESS,RU,vdr-11188,True,True,invalid,valid,valid,valid
FW000029293,2026-08-03 11:23:44,ws-12798.corp.local,,,,8080,TCP,ALLOW,3883254,24271145,,False,,US,ws-12798,,False,missing,valid,valid,valid
FW000003622,2026-08-26 14:53:18,vdr-12847,172.16.187.32,,443,8443,TCP,ALLOW,3465570,,SID681019,False,ALLOW_INTERNAL_DNS,US,vdr-12847,True,False,valid,valid,valid,invalid
FW000002318,2026-09-02 08:11:31,ws-12037,64.233.5.205,166.199.151.31,8080,,TCP,ALLOW,6373922,16304154,SID411292,False,ALLOW_INTERNAL_DNS,US,ws-12037,True,True,valid,missing,valid,valid
FW000007087,2026-08-02 20:34:00,ws-11172,192.168.148.220,,1433,,TCP,ALLOW,22775870,47961866,SID730074,False,ALLOW_OFFICE_APPS,US,ws-11172,True,False,valid,invalid,valid,valid
FW000018570,2026-08-05 10:44:33,ws-10034,,,53,1433,TCP,ALLOW,,49933189,,False,UNKNOWN,,ws-10034,False,False,valid,valid,invalid,valid
FW000004478,2026-08-04 23:56:00,vdr-11375,10.120.155.0,,443,,TCP,ALLOW,39117763,11141079,,False,ALLOW_WEB,IN,vdr-11375,True,False,valid,invalid,valid,valid
FW000010083,2026-09-01 21:41:03,lpt-10763,172.16.105.172,,3389,445,TCP,DENY,,36643901,SID446779,False,,,lpt-10763,True,False,valid,valid,missing,valid
FW000001156,2026-08-06 22:39:00,vdr-11199,,172.16.7.193,135,53,TCP,ALLOW,16921205,,,False,ALLOW_OFFICE_APPS,UNKNOWN,vdr-11199,False,True,valid,valid,valid,invalid
FW000002487,2026-08-01 18:53:47,lpt-10972,,192.168.73.148,25,25,TCP,ALLOW,,39456776,,False,ALLOW_INTERNAL_DNS,CN,lpt-10972,False,True,valid,valid,missing,valid
FW000028755,2026-09-09 10:41:28,lpt-11818,,,3389,,TCP,DENY,28169564,12020297,SID264647,False,ALLOW_WEB,CN,lpt-11818,False,False,valid,invalid,valid,valid
FW000027461,,vdr-10647,220.179.154.124,,135,,TCP,ALLOW,20613318,44098215,,False,DENY_TELNET,,vdr-10647,True,False,valid,invalid,valid,valid
FW000003228,2026-08-30 00:00:00,ws-12319,71.78.174.20,,,,TCP,ALLOW,37058083,46353338,SID260710,True,,UNKNOWN,ws-12319,True,False,invalid,invalid,valid,valid
FW000015016,2026-08-08 00:00:00,ws-12309,,,3306,445,TCP,ALLOW,34192497,,SID916678,False,ALLOW_OFFICE_APPS,US,ws-12309,False,False,valid,valid,valid,missing
FW000019382,2026-08-24 17:50:57,lpt-10129,,,1433,,TCP,DENY,28775779,532291,SID465221,False,ALLOW_OFFICE_APPS,CN,lpt-10129,False,False,valid,invalid,valid,valid
FW000019552,2026-08-09 21:58:00,ws-11514,172.16.40.233,,,8080,TCP,ALLOW,15263992,42793998,SID783827,False,BLOCK_EXTERNAL_RDP,CN,ws-11514,True,False,missing,valid,valid,valid
FW000013542,2026-09-07 17:35:56,lpt-11584,,103.161.29.12,25,53,TCP,DENY,28088723,12419866,SID103770,False,DENY_TELNET,CN,lpt-11584,False,True,valid,valid,valid,valid
FW000023025,2026-08-19 17:18:14,ws-11076,192.168.30.141,101.213.52.93,22,135,TCP,ALLOW,45745620,20277109,SID314313,False,BLOCK_TOR_EXIT,,ws-11076,True,True,valid,valid,valid,valid
FW000004393,2026-09-06 00:00:00,lpt-11229,212.102.61.23,,53,,TCP,ALLOW,28193284,27049401,SID827514,False,BLOCK_EXTERNAL_RDP,US,lpt-11229,True,False,valid,missing,valid,valid
FW000028310,2026-08-08 08:54:17,lpt-12620,192.168.67.6,192.168.213.33,25,1433,TCP,ALLOW,31653196,24455388,,False,,US,lpt-12620,True,True,valid,valid,valid,valid
FW000018848,2026-09-06 14:46:08,,,,3389,3389,TCP,DENY,,45470797,SID785669,False,BLOCK_EXTERNAL_RDP,US,,,False,valid,valid,invalid,valid
FW000019231,,ws-12889,188.69.123.43,43.53.117.72,,53,TCP,ALLOW,49215017,12728676,SID447580,False,UNKNOWN,,ws-12889,True,True,invalid,valid,valid,valid
FW000008873,2026-09-09 13:16:00,lpt-10650,,192.168.125.49,1433,25,TCP,ALLOW,21975869,,SID171021,False,ALLOW_WEB,RU,lpt-10650,,True,valid,valid,valid,missing
FW000026064,,ws-11362,,,22,443,TCP,ALLOW,28522281,39488296,SID752346,False,ALLOW_OFFICE_APPS,RU,ws-11362,False,False,valid,valid,valid,valid
FW000002192,2026-08-03 21:52:41,lpt-10671,172.16.46.106,20.130.11.207,,443,UDP,DENY,1148024,14285988,,False,UNKNOWN,RU,lpt-10671,True,True,invalid,valid,valid,valid
FW000009922,,vdr-11091,,,,,TCP,ALLOW,26370365,4711096,SID698437,False,ALLOW_OFFICE_APPS,UNKNOWN,vdr-11091,,False,missing,missing,valid,valid
FW000008002,2026-08-11 17:36:22,ws-11868,,180.137.6.116,443,22,TCP,ALLOW,5882511,41572311,SID265645,False,UNKNOWN,US,ws-11868,False,True,valid,valid,valid,valid
FW000022606,2026-08-20 12:53:11,ws-10225.corp.local,220.115.62.215,,,,ICMP,ALLOW,13128417,11933055,,False,BLOCK_EXTERNAL_RDP,CN,ws-10225,True,False,invalid,invalid,valid,valid
FW000006669,2026-09-01 00:00:00,lpt-10854,172.16.103.122,,135,445,TCP,ALLOW,,35372192,SID113285,False,,,lpt-10854,True,False,valid,valid,missing,valid
FW000013359,,lpt-10130.corp.local,172.16.244.100,,135,135,TCP,ALLOW,20244836,,SID488453,False,BLOCK_TOR_EXIT,,lpt-10130,True,False,valid,valid,valid,missing
FW000026454,2026-08-25 19:30:00,ws-12307,,145.117.84.71,,8443,UDP,DENY,28870946,41355837,SID520840,False,ALLOW_INTERNAL_DNS,IN,ws-12307,False,True,missing,valid,valid,valid
FW000008164,2026-08-18 23:30:00,lpt-10993,175.173.149.160,,445,0,TCP,ALLOW,44329974,11435812,SID737360,False,ALLOW_WEB,IN,lpt-10993,True,False,valid,valid,valid,valid
FW000017065,2026-08-12 00:51:13,lpt-12000,172.16.202.21,217.250.137.222,135,443,TCP,ALLOW,,10325166,SID931953,False,,CN,lpt-12000,True,True,valid,valid,missing,valid
FW000012819,2026-09-09 01:42:00,lpt-11190,192.168.106.50,172.16.184.9,,,UDP,ALLOW,,10774117,SID918865,False,DENY_TELNET,UNKNOWN,lpt-11190,True,True,invalid,missing,missing,valid
FW000024513,2026-08-25 00:00:00,vdr-10209,172.16.226.230,,3389,25,TCP,ALLOW,31891473,21641318,,False,DENY_TELNET,US,vdr-10209,True,False,valid,valid,valid,valid
FW000005910,2026-08-19 04:50:00,ws-10722,145.124.221.209,192.168.237.29,80,80,UDP,ALLOW,14710949,,SID696254,False,BLOCK_TOR_EXIT,UNKNOWN,ws-10722,True,True,valid,valid,valid,missing
