event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,ip_status,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score_numeric,risk_level,geo_location
IAM00001362,2026-08-24 10:09:32,EMP10296,osha.kapur39,IT,LOGIN_SUCCESS,SSO,177.76.104.120,VALID_PUBLIC,VDR-10296,DEV59792,SID798621,True,,51.0,,UNKNOWN
IAM00013908,2026-08-06 01:52:25,EMP12973,manya.chakrabarti30,Operations,LOGIN_FAILURE,OTP,UNKNOWN,UNKNOWN,LPT-12973,DEV53857,,False,MFA_FAILED,3.0,,
IAM00014635,2026-08-16 08:26:28,EMP10755,bhavini.acharya76,R&D,LOGIN_SUCCESS,CERTIFICATE,172.16.191.139,VALID_PRIVATE,LPT-10755,DEV66113,SID273203,True,,4.0,,MAHARASHTRA
IAM00010598,2026-08-08 00:00:00,EMP10009,waida.tandon82,Customer Support,LOGIN_SUCCESS,OTP,32.103.89.80,VALID_PUBLIC,WS-10009,DEV17331,SID459359,True,,15.0,,INDIA
IAM00016246,,EMP12361,ethan.jani95,Legal,LOGIN_SUCCESS,SSO,172.16.189.144.0,MALFORMED,WS-12361,DEV90800,SID219124,True,,22.0,,PUNJAB
IAM00000598,2026-08-11 08:06:00,EMP10912,mohammed.devan20,Operations,LOGIN_SUCCESS,OTP,,MISSING,LPT-10912,DEV26119,,True,,60.0,,
IAM00002519,2026-08-13 18:18:48,EMP11942,hemangini.mand46,IT,LOGIN_SUCCESS,MFA,127.88.248.13,VALID_PRIVATE,VDR-11942,DEV78920,,True,,,,PUNJAB
IAM00003799,2026-08-18 14:02:00,EMP12333,quincy.samra91,Human Resources,LOGIN_SUCCESS,MFA,172.16.121.143,VALID_PRIVATE,VDR-12333,DEV66982,SID228065,True,,12.0,,REMOTE
IAM00012041,2026-08-01 22:33:05,EMP10152,finn.vig49,Customer Support,LOGIN_SUCCESS,OTP,131.199.215.,MALFORMED,VDR-10152,DEV97562,SID522409,False,,57.0,,DELHI
IAM00018124,2026-08-18 13:54:20,EMP12076,saumya.puri42,Finance,LOGIN_SUCCESS,OTP,,MISSING,VDR-12076,DEV41854,SID127224,True,,,HIGH,UNKNOWN
IAM00015126,2026-08-28 21:48:41,EMP11276,tripti.cherian81,Customer Support,LOGIN_FAILURE,MFA,999.999.999.999,MALFORMED,LPT-11276,DEV44774,,True,WRONG_PASSWORD,64.0,,INDIA
IAM00002474,2026-09-07 21:12:00,EMP12476,laksh.kakar31,Finance,LOGIN_SUCCESS,BIOMETRIC,172.16.222.20,VALID_PRIVATE,LPT-12476,DEV65784,SID136189,True,,,,DELHI
IAM00000226,2026-08-28 11:51:05,EMP11133,brijesh_hegde76,Finance,LOGIN_SUCCESS,PASSWORD,10.48.39,MALFORMED,LPT-11133,DEV62596,,False,,68.0,,UNKNOWN
IAM00006160,2026-08-01 00:00:00,EMP12353,veda.sidhu82,Sales,LOGIN_SUCCESS,BIOMETRIC,10.85.16,MALFORMED,VDR-12353,DEV50470,SID577814,True,,,,MAHARASHTRA
IAM00000136,2026-08-12 13:00:06,EMP10161,timothy_hegde37,Human Resources,LOGIN_FAILURE,CERTIFICATE,10.193.99,MALFORMED,VDR-10161,DEV76462,SID461362,False,BAD_TOKEN,72.0,,PUNJAB
IAM00015697,2026-09-06 08:30:47,EMP12628,kiaan.ramesh70,Brand,LOGIN_SUCCESS,PASSWORD,,MISSING,LPT-12628,DEV13091,SID741199,True,,91.0,,UNKNOWN
IAM00007744,2026-09-03 00:00:00,EMP11991,harsh.talwar88,Finance,LOGIN_SUCCESS,OTP,,MISSING,VDR-11991,DEV51116,SID736912,True,,54.0,,INDIA
IAM00017700,2026-08-01 17:51:51,EMP10227,oscar.dubey95,IT,LOGIN_FAILURE,PASSWORD,10.147.253,MALFORMED,LPT-10227,DEV83516,,False,INVALID_CREDENTIALS,52.0,,UNKNOWN
IAM00002378,2026-08-28 19:09:00,EMP12223,nidra.bhagat91,Procurement,LOGIN_SUCCESS,CERTIFICATE,177-74.114.112,MALFORMED,LPT-12223,DEV18305,SID874830,True,,73.0,,INDIA
IAM00009970,2026-08-05 05:11:35,EMP11060,charan.dua15,R&D,LOGIN_FAILURE,PASSWORD,UNKNOWN,UNKNOWN,LPT-11060,DEV34331,SID318634,False,TIMEOUT,83.0,,INDIA
IAM00009298,2026-09-03 09:26:25,EMP11073,rachit_shanker56,IT,LOGIN_SUCCESS,CERTIFICATE,172.16.181.,MALFORMED,WS-11073,DEV46747,SID795443,True,,69.0,,
IAM00008872,2026-09-08 15:43:00,EMP12235,pahal.pingle94,Human Resources,LOGIN_SUCCESS,OTP,172.16.83.147,VALID_PRIVATE,VDR-12235,DEV77458,SID247044,False,,,,MAHARASHTRA
IAM00015739,2026-08-06 07:50:20,EMP12925,isha.gokhale21,Procurement,LOGIN_SUCCESS,OTP,172.16.217.68,VALID_PRIVATE,WS-12925,DEV40608,SID972275,False,,6.0,,DELHI
IAM00013533,2026-08-06 00:00:00,EMP12376,max.agate4,Finance,LOGIN_SUCCESS,MFA,192.168.220.227,VALID_PRIVATE,LPT-12376,DEV25046,SID514412,True,,22.0,,
IAM00002246,2026-08-26 05:17:58,EMP10519,joshua.modi3,Sales,LOGIN_SUCCESS,OTP,125.229.136.148,VALID_PUBLIC,VDR-10519,DEV87640,SID857828,True,,,MEDIUM,
IAM00001972,2026-08-20 11:03:27,EMP11120,siya.naik32,Customer Support,LOGIN_FAILURE,PASSWORD,187.4.170.50,VALID_PUBLIC,WS-11120,DEV73324,,True,,10.0,,DELHI
IAM00005801,,EMP12142,onveer.bumb55,IT,LOGIN_SUCCESS,CERTIFICATE,172.16.217.13,VALID_PRIVATE,VDR-12142,DEV50946,SID772346,True,,54.0,,PUNJAB
IAM00001943,2026-08-26 09:17:15,EMP12669,vyanjana.jayaraman1,Legal,LOGIN_FAILURE,CERTIFICATE,192.168.223.153,VALID_PRIVATE,WS-12669,DEV12844,SID834380,False,,62.0,,
IAM00011991,2026-08-05 00:27:31,EMP11347,shravya.chopra88,Legal,PASSWORD_RESET,SSO,10.181.17,MALFORMED,WS-11347,DEV47104,,True,,8.0,,PUNJAB
IAM00002574,2026-08-21 01:21:00,EMP11117,yagnesh.bhardwaj90,Customer Support,LOGIN_FAILURE,OTP,,MISSING,VDR-11117,DEV96661,,False,WRONG_PASSWORD,,,PUNJAB
IAM00015466,2026-08-09 15:12:53,EMP12675,ronith.madan37,Sales,LOGIN_SUCCESS,SSO,10.61.218,MALFORMED,LPT-12675,DEV35263,SID803714,True,,,,
IAM00014017,2026-09-03 23:51:10,EMP12622,bimala.kuruvilla18,Sales,LOGIN_SUCCESS,OTP,192-168.222.150,MALFORMED,LPT-12622,DEV25930,SID284228,True,,79.0,,DELHI
IAM00009732,2026-09-05 08:26:46,EMP12083,mohini.minhas94,Procurement,MFA_FAILURE,OTP,UNKNOWN,UNKNOWN,LPT-12083,DEV94267,,False,EXPIRED_PASSWORD,5.0,,REMOTE
IAM00006163,2026-08-27 00:00:00,EMP11532,anmol.dugar63,IT,LOGIN_SUCCESS,BIOMETRIC,47.245.104.59,VALID_PUBLIC,VDR-11532,DEV58952,SID168888,True,,16.0,,
IAM00004084,2026-08-11 19:39:00,EMP10266,abhimanyu_gade25,Supply Chain,LOGIN_SUCCESS,BIOMETRIC,51.46.210.94,VALID_PUBLIC,WS-10266,DEV37379,SID298427,True,,,,
IAM00019523,,EMP12616,widisha.maharaj57,Customer Support,LOGIN_SUCCESS,SSO,156.157.18.57,VALID_PUBLIC,,DEV71339,SID445909,True,,80.0,,MAHARASHTRA
IAM00016633,2026-08-31 16:51:37,EMP10395,charles.saini84,Finance,LOGIN_FAILURE,SSO,10.75.190,MALFORMED,LPT-10395,DEV17019,,False,ACCOUNT_LOCKED,27.0,,INDIA
IAM00013512,2026-08-06 21:24:14,EMP12128,anthony.cheema70,Finance,LOGIN_SUCCESS,SSO,192.168.191.,MALFORMED,WS-12128,DEV17198,SID922524,True,,27.0,,PUNJAB
IAM00006230,2026-09-01 07:43:07,EMP10726,orinder.sanghvi74,IT,LOGIN_FAILURE,CERTIFICATE,172.16.51.226,VALID_PRIVATE,WS-10726,DEV72670,,True,,,HIGH,
IAM00002000,,EMP11390,lakshmi.madan63,IT,LOGIN_SUCCESS,PASSWORD,30.28.189.164,VALID_PUBLIC,WS-11390,DEV13177,,True,,,,INDIA
IAM00011236,2026-08-10 16:46:18,EMP11539,aradhana.korpal74,Operations,LOGIN_SUCCESS,OTP,172.16.52.78.0,MALFORMED,LPT-11539,DEV29435,SID477586,False,,29.0,,
IAM00007288,2026-08-05 10:13:41,EMP12802,fariq.sanghvi8,Sales,LOGIN_SUCCESS,MFA,172.16.172.251,VALID_PRIVATE,WS-12802,DEV44556,SID351158,True,,24.0,,REMOTE
IAM00009503,2026-08-01 04:33:30,EMP11361,inaya.sridhar38,Human Resources,LOGIN_SUCCESS,MFA,,MISSING,WS-11361,DEV87526,SID823025,True,,61.0,,INDIA
IAM00018148,2026-08-07 20:59:10,EMP12851,kamala.raman22,Procurement,LOGIN_SUCCESS,CERTIFICATE,29.164.36.,MALFORMED,WS-12851,DEV27730,SID961927,True,,42.0,,DELHI
IAM00018428,2026-08-04 00:12:32,EMP10679,ira.khanna17,IT,LOGIN_SUCCESS,SSO,172.16.158.12,VALID_PRIVATE,LPT-10679,DEV23884,SID432650,False,,87.0,,DELHI
IAM00000736,2026-08-12 06:40:40,EMP12091,chakrika.mittal44,Sales,LOGIN_FAILURE,SSO,180.165.127.188,VALID_PUBLIC,VDR-12091,DEV33440,,False,,51.0,,UNKNOWN
IAM00010790,2026-08-26 09:03:00,EMP10383,krishna.oak8,Sales,LOGIN_SUCCESS,SSO,10.199.9.,MALFORMED,LPT-10383,DEV79002,SID581249,True,,7.0,,
IAM00002805,2026-08-07 07:07:51,EMP11204,karan.zachariah68,Sales,LOGIN_FAILURE,CERTIFICATE,999.999.999.999,MALFORMED,LPT-11204,DEV22116,,False,,34.0,,MAHARASHTRA
IAM00013312,2026-08-08 13:38:47,EMP11850,eshana.nigam91,Operations,LOGIN_SUCCESS,BIOMETRIC,172.16.104.17,VALID_PRIVATE,WS-11850,DEV65358,SID609682,True,,84.0,,
IAM00007510,2026-08-31 22:11:04,EMP10813,ekaraj.anand61,Operations,LOGIN_SUCCESS,OTP,172.16.86.200,VALID_PRIVATE,VDR-10813,DEV74441,SID955243,True,,52.0,,UNKNOWN
IAM00001567,2026-09-03 16:59:52,EMP12114,omkaar.srinivasan33,R&D,ACCOUNT_UNLOCK,BIOMETRIC,,MISSING,LPT-12114,DEV83565,SID-591043,True,,55.0,,MAHARASHTRA
IAM00000178,2026-08-03 15:48:54,EMP11052,lajita.dhingra55,Sales,LOGIN_FAILURE,SSO,38.77.189.,MALFORMED,LPT-11052,DEV57371,,True,,,MEDIUM,REMOTE
IAM00000531,,EMP10365,qushi_patla41,Legal,LOGIN_FAILURE,SSO,999.999.999.999,MALFORMED,WS-10365,DEV45645,,False,,24.0,,INDIA
IAM00011543,2026-08-31 04:10:32,EMP12183,faris.rama22,R&D,DEVICE_REGISTERED,PASSWORD,10.182.190.,MALFORMED,LPT-12183,DEV82756,,False,,42.0,,PUNJAB
IAM00004119,2026-08-05 12:14:57,EMP12086,vincent.dube76,R&D,LOGIN_FAILURE,CERTIFICATE,10.89.84.,MALFORMED,LPT-12086,DEV29029,SID949693,True,INVALID_CREDENTIALS,40.0,,DELHI
IAM00005587,2026-08-03 13:46:16,EMP10446,arunima.ramaswamy21,IT,LOGIN_SUCCESS,BIOMETRIC,,MISSING,LPT-10446,DEV73001,,True,,49.0,,PUNJAB
IAM00007835,2026-08-02 22:52:00,EMP12933,aarav.ben13,Sales,LOGIN_FAILURE,OTP,10.198.152,MALFORMED,WS-12933,DEV97509,SID516994,False,MFA_FAILED,28.0,,INDIA
IAM00018530,2026-08-20 12:20:00,EMP11511,sudiksha.raman15,R&D,LOGIN_SUCCESS,PASSWORD,172.16.207.145,VALID_PRIVATE,LPT-11511,DEV23090,SID651270,True,,34.0,,MAHARASHTRA
IAM00011758,2026-08-29 00:00:00,EMP10899,raagini.anne95,Supply Chain,LOGIN_SUCCESS,PASSWORD,213.221.151.97,VALID_PUBLIC,VDR-10899,DEV48112,SID471831,True,,,MEDIUM,
IAM00016330,,EMP12111,chatresh.krish60,Sales,LOGIN_FAILURE,MFA,125.31.22.44,VALID_PUBLIC,LPT-12111,DEV47712,,False,BAD_TOKEN,38.0,,REMOTE
IAM00006952,2026-08-19 00:26:47,EMP12097,rachit.balan30,R&D,LOGIN_SUCCESS,PASSWORD,192.168.162.107,VALID_PRIVATE,WS-12097,DEV35002,SID557323,True,,97.0,,REMOTE
IAM00001023,2026-08-28 10:40:22,EMP12413,lopa.dhawan30,Marketing,LOGIN_FAILURE,OTP,47.219.254.136,VALID_PUBLIC,WS-12413,DEV72149,,False,ACCOUNT_LOCKED,4.0,,REMOTE
IAM00010507,2026-08-13 15:34:52,EMP12400,peter.sama77,IT,LOGIN_FAILURE,SSO,172.16.61.61,VALID_PRIVATE,VDR-12400,DEV54989,SID119288,False,EXPIRED_PASSWORD,,,DELHI
IAM00000487,2026-09-05 00:00:00,EMP12851,kamala.raman22,Procurement,LOGIN_SUCCESS,SSO,192.168.10.,MALFORMED,WS-12851,DEV27730,SID936422,True,,45.0,,REMOTE
IAM00010736,2026-09-07 02:38:42,EMP12721,advika.pai76,Procurement,ACCOUNT_LOCK,SSO,,MISSING,LPT-12721,DEV86225,,False,,94.0,,MAHARASHTRA
IAM00007975,,EMP11745,yuvraj_mani31,Legal,LOGIN_FAILURE,PASSWORD,46.5.71.192.0,MALFORMED,LPT-11745,DEV81036,,False,,,,PUNJAB
IAM00001745,2026-08-20 00:37:00,EMP10581,nidra.agate60,IT,LOGIN_SUCCESS,BIOMETRIC,26.130.198.19,VALID_PUBLIC,LPT-10581,DEV17345,SID175437,False,,9.0,,MAHARASHTRA
IAM00007500,2026-08-31 05:43:00,EMP11615,akshay.maharaj13,Finance,LOGIN_SUCCESS,BIOMETRIC,172.16.0.250,VALID_PRIVATE,LPT-11615,DEV10610,SID810287,True,,53.0,,
IAM00004145,,EMP12533,qarin.hayer3,Finance,LOGIN_SUCCESS,PASSWORD,49.115.254.253,VALID_PUBLIC,WS-12533,,SID119821,True,,,,PUNJAB
IAM00003961,2026-08-15 00:00:00,EMP11710,advaith.barman92,Finance,LOGIN_FAILURE,CERTIFICATE,10.39.161,MALFORMED,LPT-11710,DEV28338,SID812303,False,OTP_EXPIRED,,,INDIA
IAM00001591,2026-09-04 04:37:43,EMP11998,nakul.sastry75,R&D,LOGIN_FAILURE,MFA,172.16.77.243,VALID_PRIVATE,LPT-11998,DEV16592,,False,INVALID_CREDENTIALS,,,UNKNOWN
IAM00019035,2026-08-02 21:10:00,EMP11190,yuvraj.mistry78,Customer Support,LOGIN_SUCCESS,OTP,192.168.94.38,VALID_PRIVATE,LPT-11190,,SID274935,True,,77.0,,MAHARASHTRA
IAM00019153,2026-08-27 02:26:00,EMP10322,bakhshi.dora47,Customer Support,PRIVILEGE_ESCALATION_REQUEST,SSO,101.13.54.64,VALID_PUBLIC,VDR-10322,DEV67850,,False,,73.0,,PUNJAB
IAM00013781,2026-08-31 23:09:07,EMP10900,lohit_reddy93,Procurement,LOGIN_FAILURE,MFA,161.120.233.156,VALID_PUBLIC,VDR-10900,DEV17956,SID-656149,False,INVALID_CREDENTIALS,17.0,,REMOTE
IAM00004218,2026-09-05 00:36:50,EMP11209,oscar.bumb13,IT,ACCOUNT_LOCK,CERTIFICATE,10.63.62,MALFORMED,LPT-11209,DEV65073,,False,,94.0,,DELHI
IAM00000536,2026-08-18 23:49:23,EMP12426,raksha.date82,Compliance,LOGIN_FAILURE,CERTIFICATE,192.168.20.89,VALID_PRIVATE,WS-12426,DEV50736,,False,EXPIRED_PASSWORD,33.0,,DELHI
IAM00010983,2026-08-26 21:41:42,EMP10058,ishanvi.chakraborty35,Operations,LOGIN_FAILURE,SSO,10.21.24,MALFORMED,LPT-10058,DEV28136,,False,MFA_FAILED,66.0,,PUNJAB
IAM00009798,2026-08-27 20:41:40,EMP11817,brinda_iyer33,Innovation,LOGIN_SUCCESS,CERTIFICATE,10-83.123,MALFORMED,VDR-11817,DEV70975,SID763388,True,,32.0,,
IAM00006044,2026-08-01 21:59:48,EMP12111,chatresh.krish60,Sales,PRIVILEGE_ESCALATION_REQUEST,OTP,172.16.94.45,VALID_PRIVATE,LPT-12111,DEV47712,,False,,,LOW,PUNJAB
IAM00001522,2026-08-28 14:37:45,EMP11505,caleb.khurana94,Human Resources,LOGIN_SUCCESS,SSO,132-162.181.85,MALFORMED,WS-11505,DEV70204,SID907157,True,,,,REMOTE
IAM00007401,2026-08-13 10:53:26,EMP10656,daksh.pau74,Customer Support,LOGIN_SUCCESS,BIOMETRIC,10.127.181.,MALFORMED,VDR-10656,DEV85886,SID687344,False,,19.0,,DELHI
IAM00003492,2026-09-09 23:55:40,EMP12295,damini.prabhakar11,Supply Chain,LOGIN_SUCCESS,MFA,10.238.202,MALFORMED,WS-12295,DEV57454,SID587660,True,,35.0,,INDIA
IAM00014370,2026-08-03 00:00:00,EMP10194,ayush.dua87,R&D,LOGIN_SUCCESS,CERTIFICATE,10.179.213,MALFORMED,LPT-10194,DEV40932,SID325498,True,,63.0,,INDIA
IAM00001335,2026-09-02 00:00:00,EMP11665,oni.goda48,Human Resources,PRIVILEGE_ESCALATION_REQUEST,MFA,UNKNOWN,UNKNOWN,VDR-11665,DEV49335,,False,,77.0,,REMOTE
IAM00016523,2026-08-03 00:00:00,EMP12018,darpan.koshy47,IT,LOGIN_SUCCESS,BIOMETRIC,144.39.158.,MALFORMED,WS-12018,DEV23749,,True,,83.0,,INDIA
IAM00009985,2026-09-06 17:01:47,EMP10582,charan.deshmukh24,Sales,LOGIN_FAILURE,OTP,172.16.10.179,VALID_PRIVATE,WS-10582,DEV11653,,False,,0.0,,UNKNOWN
IAM00010842,2026-09-01 12:07:00,EMP10944,quincy.goda70,Finance,LOGIN_FAILURE,OTP,192.168.57.,MALFORMED,LPT-10944,DEV43496,SID859657,True,,88.0,,INDIA
IAM00010247,2026-08-10 00:00:00,EMP12152,suhani.sinha90,Marketing,LOGIN_SUCCESS,MFA,172.16.82.59,VALID_PRIVATE,VDR-12152,DEV64577,SID528805,True,,27.0,,INDIA
IAM00016730,2026-08-23 13:45:37,EMP12291,bina.sem68,Sales,LOGIN_SUCCESS,MFA,192.168.237.222,VALID_PRIVATE,LPT-12291,DEV44559,SID366010,False,,95.0,,INDIA
IAM00006667,2026-08-19 03:12:15,EMP10875,xalak.kota96,Customer Support,LOGIN_FAILURE,BIOMETRIC,19.85.119.,MALFORMED,VDR-10875,DEV86765,SID751230,False,EXPIRED_PASSWORD,27.0,,PUNJAB
IAM00012651,,EMP11950,garima.chaudhary44,Customer Support,SESSION_TERMINATED,CERTIFICATE,UNKNOWN,UNKNOWN,LPT-11950,DEV13049,,True,,63.0,,PUNJAB
IAM00006434,2026-09-04 16:30:08,EMP11763,rachita_baria48,Customer Support,LOGIN_SUCCESS,MFA,12.45.115.253,VALID_PUBLIC,LPT-11763,DEV96017,SID967066,True,,57.0,,INDIA
IAM00005965,,EMP10504,harsh_kapadia89,Procurement,ACCOUNT_UNLOCK,CERTIFICATE,40-66.91.165,MALFORMED,VDR-10504,DEV57774,SID-841520,False,,30.0,,UNKNOWN
IAM00014177,2026-08-17 18:52:13,EMP12892,nirja.bhakta26,IT,ACCOUNT_LOCK,MFA,192.168.178.214,VALID_PRIVATE,VDR-12892,DEV26926,,True,,67.0,,MAHARASHTRA
IAM00010980,2026-08-17 12:23:00,EMP12901,advay_jayaraman98,Legal,LOGIN_SUCCESS,CERTIFICATE,192.168.9.89.0,MALFORMED,WS-12901,DEV81061,SID892496,True,,72.0,,PUNJAB
IAM00004026,2026-08-03 14:07:53,EMP10925,ranveer.kapadia75,Procurement,LOGIN_SUCCESS,CERTIFICATE,999.999.999.999,MALFORMED,VDR-10925,DEV40649,SID774846,True,,58.0,,DELHI
IAM00001754,2026-08-07 10:07:07,EMP11511,sudiksha.raman15,R&D,LOGIN_SUCCESS,SSO,10.148.184,MALFORMED,LPT-11511,DEV23090,SID547335,True,,25.0,,
IAM00014576,2026-08-19 19:07:24,EMP11867,balveer.bandi35,Finance,LOGIN_SUCCESS,MFA,75.112.77.113,VALID_PUBLIC,WS-11867,DEV54240,SID702982,True,,75.0,,
IAM00002915,2026-08-26 00:00:00,EMP11702,hemang.bakshi78,Customer Support,LOGIN_FAILURE,OTP,40.27.73.168,VALID_PUBLIC,VDR-11702,DEV34667,SID791294,False,UNKNOWN_USER,17.0,,INDIA
IAM00004482,2026-08-12 16:19:00,EMP11293,upasna_gade39,Brand,LOGIN_SUCCESS,SSO,172.16.131.,MALFORMED,WS-11293,DEV91744,SID797622,True,,,,DELHI
IAM00007914,2026-08-30 00:00:00,EMP12665,urvi.dua16,Legal,LOGIN_SUCCESS,PASSWORD,999.999.999.999,MALFORMED,VDR-12665,DEV16259,SID164513,True,,15.0,,INDIA
IAM00011283,2026-08-08 07:18:17,EMP12781,rachit.dugal70,IT,LOGIN_FAILURE,BIOMETRIC,172.16.22.144,VALID_PRIVATE,VDR-12781,DEV27263,,False,EXPIRED_PASSWORD,,,REMOTE
IAM00008071,2026-08-16 11:06:33,EMP11214,frado.toor13,Human Resources,LOGIN_FAILURE,CERTIFICATE,10.234.199,MALFORMED,VDR-11214,DEV12153,,False,UNKNOWN_USER,,HIGH,MAHARASHTRA
IAM00000137,2026-08-08 13:41:09,EMP11759,gautami.chaudhary73,IT,LOGIN_SUCCESS,BIOMETRIC,10.188.26,MALFORMED,WS-11759,DEV66357,,True,,,,
IAM00009088,,EMP11648,parth.varma79,Brand,LOGIN_FAILURE,BIOMETRIC,UNKNOWN,UNKNOWN,WS-11648,DEV72800,,True,ACCOUNT_LOCKED,44.0,,
IAM00007380,2026-08-12 00:00:00,EMP10226,watika.muni41,Legal,LOGIN_SUCCESS,CERTIFICATE,,MISSING,VDR-10226,DEV36724,,True,,,,DELHI
IAM00004301,2026-08-12 00:00:00,EMP12279,fiyaz.talwar66,Supply Chain,LOGIN_SUCCESS,PASSWORD,172-16.5.2,MALFORMED,VDR-12279,DEV46190,SID316541,True,,42.0,,MAHARASHTRA
IAM00008047,2026-08-29 15:11:52,EMP11113,rachana.jani60,Customer Support,LOGIN_SUCCESS,SSO,192.168.235.216.0,MALFORMED,WS-11113,DEV78235,SID563206,False,,,,INDIA
IAM00002361,2026-08-05 06:47:00,EMP10092,dakshesh.ramakrishnan56,Operations,LOGIN_SUCCESS,OTP,172-16.71.146,MALFORMED,LPT-10092,DEV21970,SID285706,True,,0.0,,
IAM00011408,,EMP11344,zayyan.krishnan75,Operations,LOGIN_SUCCESS,BIOMETRIC,172.16.241.155,VALID_PRIVATE,VDR-11344,DEV39878,,True,,,,REMOTE
IAM00004112,,EMP10251,aarini.memon10,IT,LOGIN_FAILURE,MFA,192.168.9.175,VALID_PRIVATE,VDR-10251,DEV18357,,False,MFA_FAILED,30.0,,REMOTE
IAM00006336,,EMP10772,gagan_bhandari75,Operations,ACCOUNT_LOCK,MFA,197.44.148.216,VALID_PUBLIC,VDR-10772,DEV97274,,False,,51.0,,MAHARASHTRA
IAM00004209,2026-08-27 09:11:14,EMP10887,ekapad.agarwal62,Marketing,PASSWORD_RESET,BIOMETRIC,999.999.999.999,MALFORMED,VDR-10887,DEV49375,,False,,,,INDIA
IAM00017887,2026-08-10 21:40:56,EMP11044,mugdha.khare82,Sales,ACCOUNT_LOCK,OTP,58.221.50.195,VALID_PUBLIC,WS-11044,DEV20487,,True,,90.0,,DELHI
IAM00015843,,EMP10020,pranit.raja29,Human Resources,LOGIN_SUCCESS,OTP,145.32.23.120,VALID_PUBLIC,VDR-10020,DEV82603,SID908678,True,,26.0,,REMOTE
IAM00015530,2026-08-29 05:09:08,EMP11511,sudiksha.raman15,Innovation,LOGIN_SUCCESS,OTP,86.238.1.93,VALID_PUBLIC,LPT-11511,DEV23090,SID321215,True,,,HIGH,PUNJAB
IAM00000685,2026-09-07 14:16:23,EMP10824,atharv_keer85,Customer Support,LOGIN_SUCCESS,MFA,212.33.53.88,VALID_PUBLIC,WS-10824,DEV72378,SID485506,False,,60.0,,UNKNOWN
IAM00013601,2026-08-08 07:29:00,EMP12049,kalpit.bahri99,Operations,PASSWORD_RESET,MFA,172.16.74.192,VALID_PRIVATE,LPT-12049,DEV53370,,False,,27.0,,PUNJAB
IAM00019081,2026-08-22 09:50:31,EMP12076,saumya.puri42,Finance,LOGIN_SUCCESS,BIOMETRIC,172.16.171.154,VALID_PRIVATE,VDR-12076,DEV41854,SID827930,False,,44.0,,
IAM00003994,2026-08-21 00:00:00,EMP10152,finn.vig49,Customer Support,LOGIN_SUCCESS,PASSWORD,10-177.221,MALFORMED,VDR-10152,DEV97562,SID755817,True,,99.0,,REMOTE
IAM00014212,2026-08-17 16:00:07,EMP12412,william.swamy80,Finance,LOGIN_SUCCESS,SSO,10.174.45,MALFORMED,VDR-12412,DEV96236,SID243525,True,,,,INDIA
IAM00007274,2026-08-04 23:45:00,EMP11143,vidhi.zacharia33,Customer Support,LOGIN_SUCCESS,PASSWORD,10.158.100,MALFORMED,WS-11143,DEV92557,SID167028,True,,46.0,,INDIA
IAM00006959,2026-08-15 11:03:09,EMP11944,logan.shroff83,Finance,LOGIN_FAILURE,BIOMETRIC,220.19.229.22,VALID_PUBLIC,WS-11944,DEV42638,,False,,82.0,,DELHI
IAM00014589,2026-08-01 16:14:00,EMP10632,dayita.malhotra55,Marketing,LOGIN_SUCCESS,PASSWORD,10.123.196,MALFORMED,WS-10632,DEV81071,SID528104,True,,61.0,,PUNJAB
IAM00014141,2026-08-15 02:48:37,EMP11987,madhav.samra18,Customer Support,LOGIN_FAILURE,SSO,53.46.152.149,VALID_PUBLIC,WS-11987,DEV10402,SID530438,False,,26.0,,REMOTE
IAM00002938,2026-09-08 09:01:11,EMP11586,gunbir.goda45,R&D,LOGIN_SUCCESS,OTP,10.170.20,MALFORMED,VDR-11586,DEV14885,SID847471,True,,87.0,,PUNJAB
IAM00010890,2026-08-16 23:32:49,EMP11012,shivansh.korpal9,R&D,LOGIN_SUCCESS,CERTIFICATE,,MISSING,VDR-11012,DEV11447,SID439149,False,,,LOW,INDIA
IAM00009197,2026-08-12 20:18:49,EMP10243,fariq.atwal39,Procurement,LOGIN_SUCCESS,SSO,192.168.94.,MALFORMED,WS-10243,DEV95679,SID373755,True,,,HIGH,
IAM00008201,2026-09-05 01:11:55,EMP11884,ranbir.bobal52,IT,LOGIN_FAILURE,PASSWORD,192.168.54.146,VALID_PRIVATE,LPT-11884,DEV96231,SID906456,True,OTP_EXPIRED,81.0,,INDIA
IAM00011788,2026-08-06 05:22:12,EMP12449,azad.natarajan76,Procurement,LOGIN_SUCCESS,OTP,10.132.76,MALFORMED,WS-12449,DEV39296,SID400952,True,,,,MAHARASHTRA
IAM00018980,2026-08-25 13:01:31,EMP11589,gaurangi.patel7,Operations,LOGIN_FAILURE,BIOMETRIC,,MISSING,VDR-11589,DEV44494,SID947772,False,,46.0,,MAHARASHTRA
IAM00000751,2026-08-16 00:00:00,EMP10608,yagnesh.dutta71,Customer Support,LOGIN_SUCCESS,PASSWORD,10.112.217,MALFORMED,VDR-10608,DEV30278,SID435597,False,,91.0,,INDIA
IAM00017898,2026-08-25 00:00:00,EMP10090,yashasvi.chacko19,Human Resources,LOGIN_SUCCESS,CERTIFICATE,192.168.131.,MALFORMED,WS-10090,DEV87993,SID108513,True,,26.0,,REMOTE
